NAME: M-n121-k7_5 
DIMENSION: 121 
CAPACITY: 200 
VEHICLES: 7 
No         x_pos      y_pos      demand     release    due        
1          10.00000   45.00000   0          0          999999999  
2          25.00000   1.00000    25         27         98         
3          25.00000   3.00000    7          35         105        
4          31.00000   5.00000    13         33         104        
5          32.00000   5.00000    6          10         66         
6          31.00000   7.00000    14         20         74         
7          32.00000   9.00000    5          1          86         
8          34.00000   9.00000    11         16         71         
9          46.00000   9.00000    19         15         100        
10         35.00000   7.00000    5          24         93         
11         34.00000   6.00000    15         30         89         
12         35.00000   5.00000    15         32         106        
13         47.00000   6.00000    17         20         79         
14         40.00000   5.00000    13         18         103        
15         39.00000   3.00000    12         31         111        
16         36.00000   3.00000    18         18         98         
17         73.00000   6.00000    13         18         100        
18         73.00000   8.00000    18         8          65         
19         24.00000   36.00000   12         20         105        
20         76.00000   6.00000    17         4          69         
21         76.00000   10.00000   4          19         81         
22         76.00000   13.00000   7          33         114        
23         78.00000   3.00000    12         15         85         
24         78.00000   9.00000    13         33         106        
25         79.00000   3.00000    8          2          85         
26         79.00000   5.00000    16         10         76         
27         79.00000   11.00000   15         7          72         
28         82.00000   3.00000    6          1          64         
29         82.00000   7.00000    5          29         115        
30         90.00000   15.00000   9          5          76         
31         84.00000   3.00000    11         33         89         
32         84.00000   5.00000    10         17         85         
33         84.00000   9.00000    3          31         113        
34         85.00000   1.00000    7          16         89         
35         87.00000   5.00000    2          13         96         
36         85.00000   8.00000    4          21         75         
37         87.00000   7.00000    4          13         87         
38         86.00000   41.00000   18         27         91         
39         86.00000   44.00000   14         12         68         
40         86.00000   46.00000   12         25         87         
41         85.00000   55.00000   17         14         77         
42         89.00000   43.00000   20         31         94         
43         89.00000   46.00000   14         23         79         
44         89.00000   52.00000   16         6          60         
45         92.00000   42.00000   10         6          73         
46         92.00000   52.00000   9          32         89         
47         94.00000   42.00000   11         11         86         
48         94.00000   44.00000   7          25         102        
49         94.00000   48.00000   13         35         106        
50         96.00000   42.00000   5          30         83         
51         99.00000   46.00000   4          6          70         
52         99.00000   50.00000   21         27         114        
53         83.00000   80.00000   13         29         101        
54         83.00000   83.00000   11         1          79         
55         85.00000   81.00000   12         4          71         
56         85.00000   85.00000   14         13         81         
57         85.00000   89.00000   10         24         87         
58         87.00000   80.00000   8          6          65         
59         87.00000   86.00000   16         24         78         
60         90.00000   77.00000   19         21         79         
61         90.00000   88.00000   5          17         92         
62         93.00000   82.00000   17         21         94         
63         93.00000   84.00000   7          15         82         
64         93.00000   89.00000   16         2          76         
65         94.00000   86.00000   14         35         92         
66         95.00000   80.00000   17         13         78         
67         99.00000   89.00000   13         30         85         
68         37.00000   83.00000   17         28         99         
69         50.00000   80.00000   13         35         115        
70         35.00000   85.00000   14         2          86         
71         35.00000   87.00000   16         7          79         
72         44.00000   86.00000   7          35         122        
73         46.00000   89.00000   13         30         103        
74         46.00000   83.00000   9          20         103        
75         46.00000   87.00000   11         7          89         
76         46.00000   89.00000   35         7          78         
77         48.00000   83.00000   5          24         110        
78         50.00000   85.00000   28         5          62         
79         50.00000   88.00000   7          27         79         
80         54.00000   86.00000   3          28         81         
81         54.00000   90.00000   10         19         94         
82         10.00000   35.00000   7          12         99         
83         10.00000   40.00000   12         27         90         
84         18.00000   30.00000   11         9          76         
85         17.00000   35.00000   10         17         83         
86         16.00000   38.00000   8          17         86         
87         14.00000   40.00000   11         33         95         
88         15.00000   42.00000   21         16         84         
89         11.00000   42.00000   4          19         102        
90         18.00000   40.00000   15         12         69         
91         21.00000   39.00000   16         2          60         
92         20.00000   40.00000   4          17         86         
93         18.00000   41.00000   16         3          74         
94         20.00000   44.00000   7          37         95         
95         22.00000   44.00000   10         35         92         
96         16.00000   45.00000   9          23         85         
97         20.00000   45.00000   11         36         90         
98         25.00000   45.00000   17         21         104        
99         30.00000   55.00000   12         36         105        
100        20.00000   50.00000   11         24         100        
101        22.00000   51.00000   7          12         96         
102        18.00000   49.00000   9          32         118        
103        16.00000   48.00000   11         20         86         
104        20.00000   55.00000   12         26         88         
105        18.00000   53.00000   7          34         116        
106        14.00000   50.00000   8          1          71         
107        15.00000   51.00000   6          4          83         
108        16.00000   54.00000   5          26         113        
109        28.00000   33.00000   12         23         89         
110        33.00000   38.00000   13         14         97         
111        30.00000   50.00000   7          24         110        
112        13.00000   40.00000   7          25         89         
113        15.00000   36.00000   8          24         95         
114        18.00000   31.00000   11         9          72         
115        25.00000   37.00000   13         19         73         
116        30.00000   46.00000   11         24         89         
117        25.00000   52.00000   10         29         112        
118        16.00000   33.00000   7          11         95         
119        25.00000   35.00000   4          21         105        
120        5.00000    40.00000   20         26         99         
121        5.00000    50.00000   13         24         85         
