NAME: A-n45-k6_5 
DIMENSION: 45 
CAPACITY: 100 
VEHICLES: 6 
No         x_pos      y_pos      demand     release    due        
1          31.00000   73.00000   0          0          999999999  
2          11.00000   67.00000   19         5          112        
3          52.00000   96.00000   2          1          110        
4          81.00000   29.00000   12         9          91         
5          97.00000   62.00000   20         1          80         
6          71.00000   5.00000    6          26         132        
7          6.00000    56.00000   17         21         97         
8          48.00000   50.00000   8          10         82         
9          91.00000   17.00000   14         8          98         
10         49.00000   68.00000   2          4          111        
11         85.00000   29.00000   8          15         99         
12         11.00000   16.00000   5          1          77         
13         74.00000   98.00000   7          24         94         
14         56.00000   37.00000   22         19         127        
15         13.00000   81.00000   14         13         106        
16         66.00000   80.00000   17         30         113        
17         96.00000   55.00000   23         33         129        
18         36.00000   17.00000   15         11         113        
19         32.00000   23.00000   21         21         102        
20         6.00000    13.00000   2          18         115        
21         64.00000   30.00000   24         14         89         
22         87.00000   5.00000    10         33         142        
23         75.00000   61.00000   20         39         137        
24         40.00000   72.00000   6          25         99         
25         1.00000    44.00000   21         8          94         
26         60.00000   95.00000   10         5          99         
27         27.00000   49.00000   6          23         131        
28         15.00000   33.00000   13         13         103        
29         46.00000   53.00000   21         11         105        
30         28.00000   43.00000   24         22         119        
31         3.00000    9.00000    11         8          115        
32         1.00000    100.00000  16         27         100        
33         53.00000   46.00000   8          3          87         
34         98.00000   8.00000    11         2          82         
35         6.00000    25.00000   11         12         109        
36         7.00000    81.00000   22         4          110        
37         96.00000   88.00000   17         36         124        
38         2.00000    35.00000   22         34         136        
39         32.00000   94.00000   17         16         97         
40         95.00000   94.00000   8          7          98         
41         9.00000    11.00000   23         17         101        
42         96.00000   16.00000   5          17         123        
43         90.00000   68.00000   3          29         125        
44         33.00000   31.00000   18         16         119        
45         6.00000    59.00000   12         38         109        
