NAME: P-n60-k10_3 
DIMENSION: 60 
CAPACITY: 120 
VEHICLES: 10 
No         x_pos      y_pos      demand     release    due        
1          40.00000   40.00000   0          0          999999999  
2          22.00000   22.00000   18         10         51         
3          36.00000   26.00000   26         5          49         
4          21.00000   45.00000   11         8          50         
5          45.00000   35.00000   30         3          42         
6          55.00000   20.00000   21         11         45         
7          33.00000   34.00000   19         7          48         
8          50.00000   50.00000   15         3          36         
9          55.00000   45.00000   16         2          35         
10         26.00000   59.00000   29         7          53         
11         40.00000   66.00000   26         4          36         
12         55.00000   65.00000   37         1          43         
13         35.00000   51.00000   16         2          40         
14         62.00000   35.00000   12         1          42         
15         62.00000   57.00000   31         8          52         
16         62.00000   24.00000   8          9          44         
17         21.00000   36.00000   19         9          39         
18         33.00000   44.00000   20         3          49         
19         9.00000    56.00000   13         10         47         
20         62.00000   48.00000   15         7          49         
21         66.00000   14.00000   22         1          48         
22         44.00000   13.00000   28         4          39         
23         26.00000   13.00000   12         6          55         
24         11.00000   28.00000   6          7          53         
25         7.00000    43.00000   27         5          50         
26         17.00000   64.00000   14         9          51         
27         41.00000   46.00000   18         2          42         
28         55.00000   34.00000   17         11         48         
29         35.00000   16.00000   29         10         55         
30         52.00000   26.00000   13         4          45         
31         43.00000   26.00000   22         7          52         
32         31.00000   76.00000   25         4          53         
33         22.00000   53.00000   28         1          46         
34         26.00000   29.00000   27         6          52         
35         50.00000   40.00000   19         10         49         
36         55.00000   50.00000   10         9          55         
37         54.00000   10.00000   12         11         47         
38         60.00000   15.00000   14         4          37         
39         47.00000   66.00000   24         5          44         
40         30.00000   60.00000   16         2          32         
41         30.00000   50.00000   33         4          50         
42         12.00000   17.00000   15         7          41         
43         15.00000   14.00000   11         7          50         
44         16.00000   19.00000   18         2          47         
45         21.00000   48.00000   17         2          45         
46         50.00000   30.00000   21         5          47         
47         51.00000   42.00000   27         10         44         
48         50.00000   15.00000   19         3          42         
49         48.00000   21.00000   20         6          54         
50         12.00000   38.00000   5          2          36         
51         15.00000   56.00000   22         10         43         
52         29.00000   39.00000   12         9          44         
53         54.00000   38.00000   19         7          51         
54         55.00000   57.00000   22         5          41         
55         67.00000   41.00000   16         6          47         
56         10.00000   70.00000   7          10         43         
57         6.00000    25.00000   26         10         41         
58         65.00000   27.00000   14         6          41         
59         40.00000   60.00000   21         6          40         
60         50.00000   4.00000    24         11         58         
