NAME: E-n101-k8_2 
DIMENSION: 101 
CAPACITY: 200 
VEHICLES: 8 
No         x_pos      y_pos      demand     release    due        
1          35.00000   35.00000   0          0          999999999  
2          41.00000   49.00000   10         4          73         
3          35.00000   17.00000   7          3          88         
4          55.00000   45.00000   13         2          87         
5          55.00000   20.00000   19         6          70         
6          15.00000   30.00000   26         1          72         
7          25.00000   30.00000   3          5          79         
8          20.00000   50.00000   5          7          66         
9          10.00000   43.00000   9          7          71         
10         55.00000   60.00000   16         6          77         
11         30.00000   60.00000   16         4          86         
12         20.00000   65.00000   12         6          88         
13         50.00000   35.00000   19         10         77         
14         30.00000   25.00000   23         5          82         
15         15.00000   10.00000   20         2          67         
16         30.00000   5.00000    8          10         94         
17         10.00000   20.00000   19         10         97         
18         5.00000    30.00000   2          1          90         
19         20.00000   40.00000   12         8          99         
20         15.00000   60.00000   17         5          102        
21         45.00000   65.00000   9          7          67         
22         45.00000   20.00000   11         7          80         
23         45.00000   10.00000   18         1          94         
24         55.00000   5.00000    29         8          92         
25         65.00000   35.00000   3          2          91         
26         65.00000   20.00000   6          7          96         
27         45.00000   30.00000   17         4          89         
28         35.00000   40.00000   16         2          79         
29         41.00000   37.00000   16         10         91         
30         64.00000   42.00000   9          1          81         
31         40.00000   60.00000   21         9          94         
32         31.00000   52.00000   27         8          83         
33         35.00000   69.00000   23         9          104        
34         53.00000   52.00000   11         5          96         
35         65.00000   55.00000   14         2          78         
36         63.00000   65.00000   8          5          76         
37         2.00000    60.00000   5          4          96         
38         20.00000   20.00000   8          9          78         
39         5.00000    5.00000    16         3          63         
40         60.00000   12.00000   31         6          99         
41         40.00000   25.00000   9          8          96         
42         42.00000   7.00000    5          2          64         
43         24.00000   12.00000   5          8          76         
44         23.00000   3.00000    7          4          99         
45         11.00000   14.00000   18         10         72         
46         6.00000    38.00000   16         7          95         
47         2.00000    48.00000   1          8          89         
48         8.00000    56.00000   27         9          104        
49         13.00000   52.00000   36         4          72         
50         6.00000    68.00000   30         9          88         
51         47.00000   47.00000   13         1          77         
52         49.00000   58.00000   10         1          89         
53         27.00000   43.00000   9          4          101        
54         37.00000   31.00000   14         4          101        
55         57.00000   29.00000   18         3          79         
56         63.00000   23.00000   2          4          74         
57         53.00000   12.00000   6          9          72         
58         32.00000   12.00000   7          3          67         
59         36.00000   26.00000   18         3          77         
60         21.00000   24.00000   28         2          61         
61         17.00000   34.00000   3          9          104        
62         12.00000   24.00000   13         2          70         
63         24.00000   58.00000   19         6          80         
64         27.00000   69.00000   10         10         72         
65         15.00000   77.00000   9          7          95         
66         62.00000   77.00000   20         4          67         
67         49.00000   73.00000   25         9          70         
68         67.00000   5.00000    25         4          97         
69         56.00000   39.00000   36         3          82         
70         37.00000   47.00000   6          1          84         
71         37.00000   56.00000   5          8          77         
72         57.00000   68.00000   15         8          99         
73         47.00000   16.00000   25         8          95         
74         44.00000   17.00000   9          5          66         
75         46.00000   13.00000   8          8          87         
76         49.00000   11.00000   18         10         99         
77         49.00000   42.00000   13         3          63         
78         53.00000   43.00000   14         6          97         
79         61.00000   52.00000   3          3          83         
80         57.00000   48.00000   23         4          89         
81         56.00000   37.00000   6          4          82         
82         55.00000   54.00000   26         7          79         
83         15.00000   47.00000   16         1          66         
84         14.00000   37.00000   11         6          81         
85         11.00000   31.00000   7          1          87         
86         16.00000   22.00000   41         10         74         
87         4.00000    18.00000   35         1          98         
88         28.00000   18.00000   26         8          90         
89         26.00000   52.00000   9          2          67         
90         26.00000   35.00000   15         2          70         
91         31.00000   67.00000   3          9          102        
92         15.00000   19.00000   1          7          97         
93         22.00000   22.00000   2          9          73         
94         18.00000   24.00000   22         3          73         
95         26.00000   27.00000   27         10         82         
96         25.00000   24.00000   20         4          70         
97         22.00000   27.00000   11         2          93         
98         25.00000   21.00000   12         5          69         
99         19.00000   21.00000   10         4          77         
100        20.00000   26.00000   9          6          91         
101        18.00000   18.00000   17         10         97         
