NAME: F-n72-k4_5 
DIMENSION: 72 
CAPACITY: 30000 
VEHICLES: 4 
No         x_pos      y_pos      demand     release    due        
1          0.00000    0.00000    0          0          999999999  
2          -12.00000  -6.00000   7063       6          42         
3          -15.00000  -5.00000   51         15         54         
4          -1.00000   -18.00000  23         15         57         
5          2.00000    -21.00000  3074       14         65         
6          -1.00000   -17.00000  349        3          41         
7          -9.00000   -12.00000  1047       9          43         
8          2.00000    -22.00000  698        3          42         
9          1.00000    -21.00000  3001       14         46         
10         7.00000    -25.00000  31         13         63         
11         -7.00000   -17.00000  1135       10         57         
12         -11.00000  -5.00000   21611      5          48         
13         -14.00000  -9.00000   57         6          52         
14         -14.00000  -8.00000   51         9          59         
15         -11.00000  -2.00000   551        12         44         
16         -14.00000  -5.00000   179        6          49         
17         -15.00000  -9.00000   6          10         62         
18         -15.00000  -8.00000   528        7          41         
19         -9.00000   -6.00000   2832       2          48         
20         -14.00000  -4.00000   1514       10         54         
21         3.00000    6.00000    889        9          60         
22         5.00000    9.00000    2554       9          47         
23         5.00000    10.00000   1215       12         49         
24         2.00000    8.00000    1810       2          36         
25         1.00000    9.00000    3050       1          49         
26         1.00000    10.00000   4          8          51         
27         2.00000    9.00000    1563       14         62         
28         6.00000    14.00000   741        8          52         
29         5.00000    12.00000   1532       14         54         
30         3.00000    7.00000    709        10         48         
31         4.00000    8.00000    1022       8          58         
32         -6.00000   1.00000    883        8          40         
33         -6.00000   2.00000    1689       13         51         
34         -8.00000   -2.00000   10235      13         57         
35         -7.00000   2.00000    29         13         59         
36         -7.00000   -3.00000   2894       3          55         
37         -7.00000   -2.00000   450        1          43         
38         -20.00000  12.00000   411        13         52         
39         -20.00000  13.00000   207        4          46         
40         -12.00000  10.00000   496        5          37         
41         -20.00000  15.00000   1021       13         60         
42         -6.00000   8.00000    117        8          46         
43         2.00000    21.00000   46         6          52         
44         2.00000    22.00000   8          8          46         
45         1.00000    21.00000   18         12         44         
46         -1.00000   24.00000   561        11         48         
47         1.00000    22.00000   1877       15         51         
48         -2.00000   20.00000   3542       8          58         
49         -2.00000   21.00000   801        9          61         
50         -4.00000   18.00000   967        2          41         
51         -4.00000   19.00000   62         14         60         
52         -5.00000   18.00000   1366       5          45         
53         -5.00000   26.00000   230        3          37         
54         1.00000    23.00000   4          2          34         
55         -6.00000   5.00000    12         10         55         
56         -6.00000   6.00000    145        2          53         
57         -9.00000   6.00000    7149       6          51         
58         -9.00000   7.00000    2250       15         48         
59         -12.00000  5.00000    383        12         49         
60         -12.00000  6.00000    134        8          46         
61         -11.00000  3.00000    1947       2          34         
62         -11.00000  4.00000    182        11         52         
63         -14.00000  4.00000    3934       13         54         
64         -14.00000  5.00000    468        4          40         
65         -15.00000  4.00000    18         10         42         
66         -15.00000  5.00000    133        14         66         
67         -16.00000  7.00000    2340       13         48         
68         -16.00000  8.00000    754        4          48         
69         -15.00000  10.00000   1264       11         58         
70         -20.00000  10.00000   806        12         54         
71         -5.00000   19.00000   3665       6          57         
72         -9.00000   -11.00000  2452       1          35         
