NAME: E-n101-k8_3 
DIMENSION: 101 
CAPACITY: 200 
VEHICLES: 8 
No         x_pos      y_pos      demand     release    due        
1          35.00000   35.00000   0          0          999999999  
2          41.00000   49.00000   10         2          91         
3          35.00000   17.00000   7          12         83         
4          55.00000   45.00000   13         13         76         
5          55.00000   20.00000   19         10         88         
6          15.00000   30.00000   26         15         97         
7          25.00000   30.00000   3          11         84         
8          20.00000   50.00000   5          2          72         
9          10.00000   43.00000   9          4          97         
10         55.00000   60.00000   16         8          90         
11         30.00000   60.00000   16         4          85         
12         20.00000   65.00000   12         3          79         
13         50.00000   35.00000   19         9          80         
14         30.00000   25.00000   23         2          78         
15         15.00000   10.00000   20         10         93         
16         30.00000   5.00000    8          5          66         
17         10.00000   20.00000   19         6          68         
18         5.00000    30.00000   2          5          103        
19         20.00000   40.00000   12         11         94         
20         15.00000   60.00000   17         9          69         
21         45.00000   65.00000   9          14         95         
22         45.00000   20.00000   11         11         83         
23         45.00000   10.00000   18         7          86         
24         55.00000   5.00000    29         13         79         
25         65.00000   35.00000   3          8          87         
26         65.00000   20.00000   6          14         91         
27         45.00000   30.00000   17         12         83         
28         35.00000   40.00000   16         7          75         
29         41.00000   37.00000   16         2          66         
30         64.00000   42.00000   9          10         79         
31         40.00000   60.00000   21         11         78         
32         31.00000   52.00000   27         14         103        
33         35.00000   69.00000   23         1          93         
34         53.00000   52.00000   11         9          92         
35         65.00000   55.00000   14         9          77         
36         63.00000   65.00000   8          12         84         
37         2.00000    60.00000   5          4          96         
38         20.00000   20.00000   8          8          73         
39         5.00000    5.00000    16         3          92         
40         60.00000   12.00000   31         3          84         
41         40.00000   25.00000   9          10         77         
42         42.00000   7.00000    5          4          74         
43         24.00000   12.00000   5          14         75         
44         23.00000   3.00000    7          4          99         
45         11.00000   14.00000   18         8          96         
46         6.00000    38.00000   16         4          72         
47         2.00000    48.00000   1          11         105        
48         8.00000    56.00000   27         6          72         
49         13.00000   52.00000   36         6          96         
50         6.00000    68.00000   30         13         98         
51         47.00000   47.00000   13         15         109        
52         49.00000   58.00000   10         10         75         
53         27.00000   43.00000   9          12         76         
54         37.00000   31.00000   14         3          89         
55         57.00000   29.00000   18         7          88         
56         63.00000   23.00000   2          3          85         
57         53.00000   12.00000   6          5          92         
58         32.00000   12.00000   7          2          71         
59         36.00000   26.00000   18         8          87         
60         21.00000   24.00000   28         3          98         
61         17.00000   34.00000   3          15         88         
62         12.00000   24.00000   13         9          72         
63         24.00000   58.00000   19         11         105        
64         27.00000   69.00000   10         5          84         
65         15.00000   77.00000   9          6          72         
66         62.00000   77.00000   20         2          69         
67         49.00000   73.00000   25         6          88         
68         67.00000   5.00000    25         8          68         
69         56.00000   39.00000   36         11         95         
70         37.00000   47.00000   6          9          105        
71         37.00000   56.00000   5          3          94         
72         57.00000   68.00000   15         4          99         
73         47.00000   16.00000   25         13         102        
74         44.00000   17.00000   9          15         83         
75         46.00000   13.00000   8          14         80         
76         49.00000   11.00000   18         1          94         
77         49.00000   42.00000   13         14         94         
78         53.00000   43.00000   14         11         107        
79         61.00000   52.00000   3          2          82         
80         57.00000   48.00000   23         11         106        
81         56.00000   37.00000   6          14         100        
82         55.00000   54.00000   26         12         73         
83         15.00000   47.00000   16         12         76         
84         14.00000   37.00000   11         9          90         
85         11.00000   31.00000   7          9          102        
86         16.00000   22.00000   41         4          65         
87         4.00000    18.00000   35         13         87         
88         28.00000   18.00000   26         4          79         
89         26.00000   52.00000   9          15         105        
90         26.00000   35.00000   15         15         108        
91         31.00000   67.00000   3          12         104        
92         15.00000   19.00000   1          10         86         
93         22.00000   22.00000   2          8          100        
94         18.00000   24.00000   22         13         85         
95         26.00000   27.00000   27         6          89         
96         25.00000   24.00000   20         2          78         
97         22.00000   27.00000   11         4          72         
98         25.00000   21.00000   12         11         101        
99         19.00000   21.00000   10         4          84         
100        20.00000   26.00000   9          7          98         
101        18.00000   18.00000   17         3          98         
