NAME: P-n55-k15_3 
DIMENSION: 55 
CAPACITY: 70 
VEHICLES: 15 
No         x_pos      y_pos      demand     release    due        
1          40.00000   40.00000   0          0          999999999  
2          22.00000   22.00000   18         4          28         
3          36.00000   26.00000   26         1          32         
4          21.00000   45.00000   11         6          39         
5          45.00000   35.00000   30         3          35         
6          55.00000   20.00000   21         5          34         
7          33.00000   34.00000   19         10         40         
8          50.00000   50.00000   15         10         43         
9          55.00000   45.00000   16         2          29         
10         26.00000   59.00000   29         6          31         
11         40.00000   66.00000   26         4          33         
12         55.00000   65.00000   37         8          33         
13         35.00000   51.00000   16         6          35         
14         62.00000   35.00000   12         3          24         
15         62.00000   57.00000   31         5          39         
16         62.00000   24.00000   8          9          32         
17         21.00000   36.00000   19         8          37         
18         33.00000   44.00000   20         2          27         
19         9.00000    56.00000   13         2          33         
20         62.00000   48.00000   15         4          25         
21         66.00000   14.00000   22         9          31         
22         44.00000   13.00000   28         7          40         
23         26.00000   13.00000   12         7          29         
24         11.00000   28.00000   6          2          27         
25         7.00000    43.00000   27         1          29         
26         17.00000   64.00000   14         9          33         
27         41.00000   46.00000   18         5          33         
28         55.00000   34.00000   17         5          36         
29         35.00000   16.00000   29         5          33         
30         52.00000   26.00000   13         6          39         
31         43.00000   26.00000   22         3          26         
32         31.00000   76.00000   25         3          29         
33         22.00000   53.00000   28         9          33         
34         26.00000   29.00000   27         10         39         
35         50.00000   40.00000   19         7          28         
36         55.00000   50.00000   10         4          26         
37         54.00000   10.00000   12         6          31         
38         60.00000   15.00000   14         7          29         
39         47.00000   66.00000   24         9          32         
40         30.00000   60.00000   16         1          27         
41         30.00000   50.00000   33         6          27         
42         12.00000   17.00000   15         5          35         
43         15.00000   14.00000   11         7          36         
44         16.00000   19.00000   18         6          29         
45         21.00000   48.00000   17         3          24         
46         50.00000   30.00000   21         2          28         
47         51.00000   42.00000   27         1          28         
48         50.00000   15.00000   19         1          24         
49         48.00000   21.00000   20         4          37         
50         12.00000   38.00000   5          8          37         
51         15.00000   56.00000   22         4          25         
52         29.00000   39.00000   12         7          40         
53         54.00000   38.00000   19         10         37         
54         55.00000   57.00000   22         7          28         
55         67.00000   41.00000   16         6          28         
