NAME: A-n48-k7_4 
DIMENSION: 48 
CAPACITY: 100 
VEHICLES: 7 
No         x_pos      y_pos      demand     release    due        
1          47.00000   5.00000    0          0          999999999  
2          1.00000    19.00000   20         25         112        
3          97.00000   35.00000   14         19         80         
4          23.00000   79.00000   5          15         108        
5          77.00000   87.00000   11         10         67         
6          3.00000    9.00000    22         5          73         
7          5.00000    27.00000   25         10         69         
8          41.00000   53.00000   2          6          80         
9          51.00000   87.00000   18         10         97         
10         67.00000   73.00000   10         4          96         
11         89.00000   45.00000   26         26         104        
12         71.00000   99.00000   14         31         119        
13         11.00000   1.00000    22         7          86         
14         85.00000   85.00000   9          22         108        
15         57.00000   11.00000   11         2          60         
16         57.00000   85.00000   18         20         95         
17         71.00000   33.00000   24         21         88         
18         61.00000   13.00000   15         2          71         
19         39.00000   15.00000   23         1          95         
20         13.00000   59.00000   16         5          70         
21         43.00000   99.00000   14         27         104        
22         87.00000   73.00000   8          9          75         
23         11.00000   37.00000   5          17         96         
24         21.00000   11.00000   12         17         112        
25         77.00000   81.00000   8          18         80         
26         3.00000    63.00000   16         11         105        
27         47.00000   95.00000   12         13         75         
28         53.00000   75.00000   15         13         77         
29         73.00000   55.00000   9          31         113        
30         81.00000   71.00000   2          2          64         
31         89.00000   75.00000   10         13         73         
32         11.00000   9.00000    2          25         107        
33         27.00000   37.00000   3          19         77         
34         95.00000   59.00000   20         10         105        
35         63.00000   63.00000   3          28         106        
36         37.00000   21.00000   13         3          74         
37         33.00000   47.00000   25         10         94         
38         23.00000   63.00000   23         28         121        
39         13.00000   55.00000   8          21         93         
40         47.00000   93.00000   16         22         106        
41         45.00000   43.00000   9          15         95         
42         83.00000   7.00000    14         5          92         
43         69.00000   91.00000   4          30         110        
44         13.00000   11.00000   13         28         100        
45         37.00000   15.00000   7          14         104        
46         53.00000   59.00000   16         26         92         
47         97.00000   83.00000   18         11         99         
48         75.00000   31.00000   16         12         107        
