NAME: M-n200-k16_5 
DIMENSION: 200 
CAPACITY: 200 
VEHICLES: 16 
No         x_pos      y_pos      demand     release    due        
1          35.00000   35.00000   0          0          999999999  
2          41.00000   49.00000   10         14         63         
3          35.00000   17.00000   7          12         63         
4          55.00000   45.00000   13         17         71         
5          55.00000   20.00000   19         18         73         
6          15.00000   30.00000   26         10         60         
7          25.00000   30.00000   3          8          82         
8          20.00000   50.00000   5          5          75         
9          10.00000   43.00000   9          4          52         
10         55.00000   60.00000   16         2          68         
11         30.00000   60.00000   16         12         88         
12         20.00000   65.00000   12         3          69         
13         50.00000   35.00000   19         2          60         
14         30.00000   25.00000   23         11         67         
15         15.00000   10.00000   20         7          60         
16         30.00000   5.00000    8          20         72         
17         10.00000   20.00000   19         10         81         
18         5.00000    30.00000   2          2          63         
19         20.00000   40.00000   12         8          81         
20         15.00000   60.00000   17         8          78         
21         45.00000   65.00000   9          7          85         
22         45.00000   20.00000   11         20         80         
23         45.00000   10.00000   18         5          80         
24         55.00000   5.00000    29         9          87         
25         65.00000   35.00000   3          10         70         
26         65.00000   20.00000   6          3          70         
27         45.00000   30.00000   17         1          77         
28         35.00000   40.00000   16         19         75         
29         41.00000   37.00000   16         19         74         
30         64.00000   42.00000   9          14         91         
31         40.00000   60.00000   21         5          61         
32         31.00000   52.00000   27         3          70         
33         35.00000   69.00000   23         18         67         
34         53.00000   52.00000   11         7          86         
35         65.00000   55.00000   14         20         80         
36         63.00000   65.00000   8          18         76         
37         2.00000    60.00000   5          1          52         
38         20.00000   20.00000   8          2          52         
39         5.00000    5.00000    16         18         77         
40         60.00000   12.00000   31         9          63         
41         40.00000   25.00000   9          3          67         
42         42.00000   7.00000    5          8          83         
43         24.00000   12.00000   5          8          60         
44         23.00000   3.00000    7          2          50         
45         11.00000   14.00000   18         8          80         
46         6.00000    38.00000   16         7          74         
47         2.00000    48.00000   1          13         74         
48         8.00000    56.00000   27         8          77         
49         13.00000   52.00000   36         4          72         
50         6.00000    68.00000   30         2          62         
51         47.00000   47.00000   13         5          55         
52         49.00000   58.00000   10         16         72         
53         27.00000   43.00000   9          2          75         
54         37.00000   31.00000   14         8          85         
55         57.00000   29.00000   18         19         75         
56         63.00000   23.00000   2          8          76         
57         53.00000   12.00000   6          10         64         
58         32.00000   12.00000   7          9          83         
59         36.00000   26.00000   18         3          55         
60         21.00000   24.00000   28         12         63         
61         17.00000   34.00000   3          8          57         
62         12.00000   24.00000   13         19         67         
63         24.00000   58.00000   19         4          66         
64         27.00000   69.00000   10         19         96         
65         15.00000   77.00000   9          12         69         
66         62.00000   77.00000   20         5          62         
67         49.00000   73.00000   25         10         81         
68         67.00000   5.00000    25         3          72         
69         56.00000   39.00000   36         6          61         
70         37.00000   47.00000   6          5          74         
71         37.00000   56.00000   5          16         79         
72         57.00000   68.00000   15         12         82         
73         47.00000   16.00000   25         6          67         
74         44.00000   17.00000   9          18         75         
75         46.00000   13.00000   8          17         66         
76         49.00000   11.00000   18         19         75         
77         49.00000   42.00000   13         15         80         
78         53.00000   43.00000   14         18         77         
79         61.00000   52.00000   3          8          84         
80         57.00000   48.00000   23         18         95         
81         56.00000   37.00000   6          1          60         
82         55.00000   54.00000   26         15         84         
83         15.00000   47.00000   16         2          75         
84         14.00000   37.00000   11         19         76         
85         11.00000   31.00000   7          17         74         
86         16.00000   22.00000   41         1          58         
87         4.00000    18.00000   35         12         73         
88         28.00000   18.00000   26         12         85         
89         26.00000   52.00000   9          7          70         
90         26.00000   35.00000   15         2          59         
91         31.00000   67.00000   3          8          61         
92         15.00000   19.00000   1          16         89         
93         22.00000   22.00000   2          15         69         
94         18.00000   24.00000   22         5          74         
95         26.00000   27.00000   27         4          56         
96         25.00000   24.00000   20         10         79         
97         22.00000   27.00000   11         18         76         
98         25.00000   21.00000   12         11         60         
99         19.00000   21.00000   10         5          69         
100        20.00000   26.00000   9          1          68         
101        18.00000   18.00000   17         20         69         
102        37.00000   52.00000   7          14         86         
103        49.00000   49.00000   30         13         62         
104        52.00000   64.00000   16         13         74         
105        20.00000   26.00000   9          5          60         
106        40.00000   30.00000   21         8          81         
107        21.00000   47.00000   15         5          77         
108        17.00000   63.00000   19         8          76         
109        31.00000   62.00000   23         6          79         
110        52.00000   33.00000   11         20         72         
111        51.00000   21.00000   5          7          63         
112        42.00000   41.00000   19         9          84         
113        31.00000   32.00000   29         1          60         
114        5.00000    25.00000   23         10         68         
115        12.00000   42.00000   21         9          71         
116        36.00000   16.00000   10         20         81         
117        52.00000   41.00000   15         14         82         
118        27.00000   23.00000   3          6          81         
119        17.00000   33.00000   41         2          67         
120        13.00000   13.00000   9          4          55         
121        57.00000   58.00000   28         19         95         
122        62.00000   42.00000   8          6          81         
123        42.00000   57.00000   8          18         68         
124        16.00000   57.00000   16         14         91         
125        8.00000    52.00000   10         15         68         
126        7.00000    38.00000   28         18         78         
127        27.00000   68.00000   7          4          59         
128        30.00000   48.00000   15         9          86         
129        43.00000   67.00000   14         13         69         
130        58.00000   48.00000   6          5          71         
131        58.00000   27.00000   19         20         85         
132        37.00000   69.00000   11         9          78         
133        38.00000   46.00000   12         13         72         
134        46.00000   10.00000   23         12         72         
135        61.00000   33.00000   26         20         81         
136        62.00000   63.00000   17         12         73         
137        63.00000   69.00000   6          8          84         
138        32.00000   22.00000   9          12         74         
139        45.00000   35.00000   15         3          60         
140        59.00000   15.00000   14         5          75         
141        5.00000    6.00000    7          19         78         
142        10.00000   17.00000   27         11         77         
143        21.00000   10.00000   13         10         67         
144        5.00000    64.00000   11         1          75         
145        30.00000   15.00000   16         3          54         
146        39.00000   10.00000   10         14         84         
147        32.00000   39.00000   5          17         76         
148        25.00000   32.00000   25         9          79         
149        25.00000   55.00000   17         2          73         
150        48.00000   28.00000   18         4          79         
151        56.00000   37.00000   10         16         79         
152        22.00000   22.00000   18         16         89         
153        36.00000   26.00000   26         11         64         
154        21.00000   45.00000   11         14         80         
155        45.00000   35.00000   30         2          71         
156        55.00000   20.00000   21         12         80         
157        33.00000   34.00000   19         17         85         
158        50.00000   50.00000   15         9          67         
159        55.00000   45.00000   16         6          85         
160        26.00000   59.00000   29         6          83         
161        40.00000   66.00000   26         19         71         
162        55.00000   65.00000   37         15         88         
163        35.00000   51.00000   16         5          58         
164        62.00000   35.00000   12         8          68         
165        62.00000   57.00000   31         3          73         
166        62.00000   24.00000   8          12         81         
167        21.00000   36.00000   19         9          63         
168        33.00000   44.00000   20         19         71         
169        9.00000    56.00000   13         13         86         
170        62.00000   48.00000   15         13         77         
171        66.00000   14.00000   22         7          80         
172        44.00000   13.00000   28         10         71         
173        26.00000   13.00000   12         20         91         
174        11.00000   28.00000   6          6          58         
175        7.00000    43.00000   27         10         77         
176        17.00000   64.00000   14         19         73         
177        41.00000   46.00000   18         7          84         
178        55.00000   34.00000   17         16         77         
179        35.00000   16.00000   29         1          55         
180        52.00000   26.00000   13         13         72         
181        43.00000   26.00000   22         6          60         
182        31.00000   76.00000   25         19         80         
183        22.00000   53.00000   28         1          76         
184        26.00000   29.00000   27         14         85         
185        50.00000   40.00000   19         16         95         
186        55.00000   50.00000   10         5          78         
187        54.00000   10.00000   12         6          66         
188        60.00000   15.00000   14         17         68         
189        47.00000   66.00000   24         16         79         
190        30.00000   60.00000   16         13         70         
191        30.00000   50.00000   33         7          75         
192        12.00000   17.00000   15         3          56         
193        15.00000   14.00000   11         8          59         
194        16.00000   19.00000   18         12         60         
195        21.00000   48.00000   17         11         65         
196        50.00000   30.00000   21         9          65         
197        51.00000   42.00000   27         19         93         
198        50.00000   15.00000   19         2          53         
199        48.00000   21.00000   20         16         65         
200        12.00000   38.00000   5          2          51         
