NAME: E-n51-k5_2 
DIMENSION: 51 
CAPACITY: 160 
VEHICLES: 5 
No         x_pos      y_pos      demand     release    due        
1          30.00000   40.00000   0          0          999999999  
2          37.00000   52.00000   7          1          85         
3          49.00000   49.00000   30         4          92         
4          52.00000   64.00000   16         8          84         
5          20.00000   26.00000   9          10         96         
6          40.00000   30.00000   21         4          60         
7          21.00000   47.00000   15         3          68         
8          17.00000   63.00000   19         5          75         
9          31.00000   62.00000   23         7          73         
10         52.00000   33.00000   11         2          63         
11         51.00000   21.00000   5          9          73         
12         42.00000   41.00000   19         9          65         
13         31.00000   32.00000   29         2          59         
14         5.00000    25.00000   23         1          55         
15         12.00000   42.00000   21         2          67         
16         36.00000   16.00000   10         4          58         
17         52.00000   41.00000   15         1          62         
18         27.00000   23.00000   3          4          79         
19         17.00000   33.00000   41         4          77         
20         13.00000   13.00000   9          6          64         
21         57.00000   58.00000   28         9          99         
22         62.00000   42.00000   8          5          87         
23         42.00000   57.00000   8          1          79         
24         16.00000   57.00000   16         7          64         
25         8.00000    52.00000   10         1          77         
26         7.00000    38.00000   28         6          92         
27         27.00000   68.00000   7          3          60         
28         30.00000   48.00000   15         2          78         
29         43.00000   67.00000   14         2          65         
30         58.00000   48.00000   6          4          73         
31         58.00000   27.00000   19         4          83         
32         37.00000   69.00000   11         7          64         
33         38.00000   46.00000   12         7          61         
34         46.00000   10.00000   23         9          77         
35         61.00000   33.00000   26         3          79         
36         62.00000   63.00000   17         8          66         
37         63.00000   69.00000   6          2          82         
38         32.00000   22.00000   9          10         96         
39         45.00000   35.00000   15         10         68         
40         59.00000   15.00000   14         2          65         
41         5.00000    6.00000    7          7          78         
42         10.00000   17.00000   27         5          77         
43         21.00000   10.00000   13         1          72         
44         5.00000    64.00000   11         4          72         
45         30.00000   15.00000   16         10         66         
46         39.00000   10.00000   10         1          79         
47         32.00000   39.00000   5          10         99         
48         25.00000   32.00000   25         7          82         
49         25.00000   55.00000   17         7          90         
50         48.00000   28.00000   18         10         76         
51         56.00000   37.00000   10         4          75         
