NAME: F-n135-k7_2 
DIMENSION: 135 
CAPACITY: 2210 
VEHICLES: 7 
No         x_pos      y_pos      demand     release    due        
1          -6.00000   15.00000   0          0          999999999  
2          3.20000    5.10000    30         6          109        
3          24.60000   8.30000    226        16         141        
4          23.30000   1.30000    37         6          103        
5          27.80000   8.30000    24         12         144        
6          29.00000   8.00000    36         5          154        
7          31.00000   8.00000    1          5          146        
8          33.50000   10.50000   31         2          154        
9          30.00000   10.50000   24         2          110        
10         29.00000   10.00000   30         13         131        
11         26.50000   11.70000   24         4          108        
12         28.30000   14.30000   24         1          140        
13         27.00000   14.30000   32         14         118        
14         23.50000   19.00000   24         1          129        
15         26.00000   20.00000   24         8          130        
16         25.00000   20.00000   19         7          137        
17         20.50000   19.00000   24         11         118        
18         -20.00000  13.00000   18         5          143        
19         -21.00000  14.00000   36         11         156        
20         -30.00000  30.00000   115        10         115        
21         -5.00000   30.00000   24         16         114        
22         1.30000    17.80000   24         4          155        
23         1.80000    13.80000   61         1          113        
24         1.80000    13.10000   71         9          112        
25         2.00000    13.60000   36         6          126        
26         4.80000    17.00000   18         15         158        
27         7.00000    15.00000   30         9          131        
28         9.80000    16.60000   31         12         143        
29         11.40000   14.50000   36         8          144        
30         14.40000   11.30000   18         4          100        
31         11.00000   12.00000   1004       4          117        
32         9.30000    10.70000   18         2          145        
33         0.60000    2.80000    34         6          142        
34         -30.00000  -10.00000  504        1          144        
35         2.00000    0.00000    18         10         157        
36         14.50000   1.00000    39         17         137        
37         15.00000   1.80000    24         2          140        
38         17.20000   2.40000    37         12         151        
39         17.20000   4.20000    24         17         162        
40         18.20000   4.40000    99         14         158        
41         20.30000   2.10000    24         4          132        
42         22.80000   3.10000    24         12         128        
43         23.00000   4.00000    36         9          105        
44         20.80000   4.00000    30         12         121        
45         20.80000   4.00000    25         8          100        
46         18.50000   6.40000    24         1          125        
47         -14.00000  16.00000   122        15         137        
48         -0.50000   6.90000    196        11         107        
49         3.20000    2.80000    229        3          128        
50         5.60000    1.80000    83         6          156        
51         8.70000    2.80000    18         4          131        
52         9.00000    3.30000    24         5          147        
53         9.00000    3.50000    306        10         110        
54         11.20000   3.30000    18         11         154        
55         10.80000   4.70000    20         5          105        
56         11.50000   4.60000    18         8          101        
57         12.30000   4.70000    24         6          131        
58         12.30000   5.50000    22         16         139        
59         11.20000   6.90000    24         5          153        
60         6.50000    9.70000    18         17         119        
61         5.80000    8.50000    18         11         147        
62         7.20000    6.00000    24         4          104        
63         7.20000    4.00000    24         9          154        
64         -4.00000   -4.00000   30         3          150        
65         -3.00000   1.20000    24         10         127        
66         -40.00000  49.00000   40         1          129        
67         -15.00000  10.00000   166        1          143        
68         -11.00000  -10.00000  254        12         124        
69         -25.00000  -20.00000  187        12         126        
70         -25.00000  -35.00000  94         12         108        
71         -24.00000  -35.00000  17         11         163        
72         -18.00000  10.00000   285        12         142        
73         -2.00000   10.00000   24         15         113        
74         -4.00000   8.00000    24         17         133        
75         -3.00000   5.00000    205        1          151        
76         2.10000    6.20000    23         5          102        
77         -1.70000   3.00000    28         10         102        
78         -3.00000   2.00000    51         7          129        
79         -7.00000   0.00000    49         17         122        
80         -3.00000   -6.00000   19         1          102        
81         -30.00000  -11.00000  262        10         102        
82         -62.00000  -10.00000  120        8          118        
83         -8.00000   30.00000   266        16         157        
84         1.00000    60.00000   704        4          109        
85         10.00000   52.00000   38         2          135        
86         10.00000   52.00000   18         9          112        
87         10.00000   51.00000   30         10         154        
88         16.00000   29.00000   25         13         134        
89         26.00000   21.00000   12         6          129        
90         16.00000   21.00000   18         11         159        
91         15.50000   19.20000   25         3          121        
92         0.00000    16.50000   35         7          155        
93         17.20000   14.30000   18         3          134        
94         16.50000   7.80000    12         10         146        
95         16.90000   7.70000    20         14         124        
96         18.00000   2.00000    1126       8          101        
97         16.20000   4.00000    9          1          148        
98         15.00000   4.00000    36         11         112        
99         15.00000   3.00000    12         8          115        
100        14.80000   2.40000    31         2          144        
101        14.50000   3.00000    96         14         145        
102        13.00000   2.60000    27         14         141        
103        11.80000   3.00000    54         2          114        
104        12.00000   4.00000    137        6          100        
105        12.80000   3.60000    12         14         137        
106        13.40000   5.50000    58         16         158        
107        -150.00000 8.00000    206        12         137        
108        -152.00000 1.00000    178        17         113        
109        -152.00000 0.00000    486        15         122        
110        -142.00000 -31.00000  36         4          155        
111        -78.00000  -19.00000  261        9          150        
112        -78.00000  -18.00000  135        10         126        
113        -78.00000  -17.00000  135        5          109        
114        -80.00000  -14.00000  373        13         111        
115        -118.00000 22.00000   535        16         153        
116        -107.00000 30.00000   42         4          138        
117        -85.00000  14.00000   9          13         106        
118        -78.00000  15.00000   110        13         142        
119        -15.00000  16.00000   36         8          121        
120        -62.00000  32.00000   18         16         148        
121        -120.00000 -20.00000  726        17         157        
122        -90.00000  -22.00000  187        5          133        
123        -79.00000  -19.00000  23         9          138        
124        -79.00000  -18.50000  134        7          122        
125        -79.00000  -18.00000  47         6          142        
126        -78.00000  -17.50000  51         7          120        
127        -79.00000  -17.00000  43         2          142        
128        -80.00000  -17.00000  79         15         156        
129        -80.00000  -16.00000  112        1          115        
130        -80.00000  -15.00000  91         9          136        
131        -48.00000  37.00000   232        16         167        
132        -85.00000  15.00000   483        2          134        
133        -62.00000  -9.00000   828        10         103        
134        -15.00000  -4.00000   11         9          142        
135        -1.00000   3.20000    12         3          100        
