NAME: E-n76-k14_2 
DIMENSION: 76 
CAPACITY: 100 
VEHICLES: 14 
No         x_pos      y_pos      demand     release    due        
1          40.00000   40.00000   0          0          999999999  
2          22.00000   22.00000   18         1          48         
3          36.00000   26.00000   26         2          50         
4          21.00000   45.00000   11         4          42         
5          45.00000   35.00000   30         5          38         
6          55.00000   20.00000   21         3          49         
7          33.00000   34.00000   19         6          54         
8          50.00000   50.00000   15         4          44         
9          55.00000   45.00000   16         2          39         
10         26.00000   59.00000   29         2          40         
11         40.00000   66.00000   26         2          44         
12         55.00000   65.00000   37         5          38         
13         35.00000   51.00000   16         3          39         
14         62.00000   35.00000   12         5          39         
15         62.00000   57.00000   31         2          40         
16         62.00000   24.00000   8          5          37         
17         21.00000   36.00000   19         5          46         
18         33.00000   44.00000   20         2          37         
19         9.00000    56.00000   13         3          42         
20         62.00000   48.00000   15         1          47         
21         66.00000   14.00000   22         5          49         
22         44.00000   13.00000   28         6          47         
23         26.00000   13.00000   12         1          45         
24         11.00000   28.00000   6          6          49         
25         7.00000    43.00000   27         2          36         
26         17.00000   64.00000   14         3          45         
27         41.00000   46.00000   18         6          39         
28         55.00000   34.00000   17         5          47         
29         35.00000   16.00000   29         7          53         
30         52.00000   26.00000   13         5          40         
31         43.00000   26.00000   22         7          51         
32         31.00000   76.00000   25         5          44         
33         22.00000   53.00000   28         5          44         
34         26.00000   29.00000   27         6          38         
35         50.00000   40.00000   19         2          45         
36         55.00000   50.00000   10         6          36         
37         54.00000   10.00000   12         1          41         
38         60.00000   15.00000   14         1          45         
39         47.00000   66.00000   24         1          40         
40         30.00000   60.00000   16         2          44         
41         30.00000   50.00000   33         4          38         
42         12.00000   17.00000   15         2          31         
43         15.00000   14.00000   11         7          53         
44         16.00000   19.00000   18         5          44         
45         21.00000   48.00000   17         3          42         
46         50.00000   30.00000   21         4          44         
47         51.00000   42.00000   27         4          49         
48         50.00000   15.00000   19         2          40         
49         48.00000   21.00000   20         3          42         
50         12.00000   38.00000   5          3          50         
51         15.00000   56.00000   22         2          39         
52         29.00000   39.00000   12         4          41         
53         54.00000   38.00000   19         7          38         
54         55.00000   57.00000   22         2          32         
55         67.00000   41.00000   16         1          34         
56         10.00000   70.00000   7          2          36         
57         6.00000    25.00000   26         6          53         
58         65.00000   27.00000   14         6          36         
59         40.00000   60.00000   21         4          51         
60         70.00000   64.00000   24         1          33         
61         64.00000   4.00000    13         6          46         
62         36.00000   6.00000    15         6          38         
63         30.00000   20.00000   18         6          52         
64         20.00000   30.00000   11         4          36         
65         15.00000   5.00000    28         7          47         
66         50.00000   70.00000   9          3          42         
67         57.00000   72.00000   37         2          40         
68         45.00000   42.00000   30         5          53         
69         38.00000   33.00000   10         7          45         
70         50.00000   4.00000    8          4          52         
71         66.00000   8.00000    11         4          49         
72         59.00000   5.00000    3          2          39         
73         35.00000   60.00000   1          5          38         
74         27.00000   24.00000   6          1          38         
75         40.00000   20.00000   10         1          47         
76         40.00000   37.00000   20         2          33         
