NAME: B-n51-k7_1 
DIMENSION: 51 
CAPACITY: 100 
VEHICLES: 7 
No         x_pos      y_pos      demand     release    due        
1          53.00000   55.00000   0          0          999999999  
2          1.00000    90.00000   9          4          45         
3          94.00000   85.00000   10         3          57         
4          13.00000   19.00000   14         3          55         
5          97.00000   45.00000   5          6          60         
6          78.00000   69.00000   8          4          43         
7          92.00000   35.00000   10         4          40         
8          98.00000   36.00000   15         1          50         
9          99.00000   0.00000    16         2          53         
10         2.00000    94.00000   23         4          41         
11         85.00000   77.00000   4          5          42         
12         94.00000   42.00000   22         5          53         
13         101.00000  3.00000    16         7          60         
14         103.00000  51.00000   12         7          60         
15         106.00000  38.00000   20         1          38         
16         9.00000    95.00000   18         7          58         
17         88.00000   71.00000   9          2          57         
18         83.00000   77.00000   17         7          52         
19         100.00000  55.00000   42         5          41         
20         17.00000   23.00000   9          2          42         
21         3.00000    91.00000   17         1          52         
22         6.00000    91.00000   7          3          38         
23         9.00000    102.00000  4          6          50         
24         9.00000    95.00000   7          1          48         
25         8.00000    104.00000  13         3          59         
26         9.00000    99.00000   6          1          40         
27         98.00000   39.00000   22         2          39         
28         101.00000  8.00000    6          1          50         
29         99.00000   38.00000   13         5          42         
30         103.00000  54.00000   21         1          58         
31         3.00000    103.00000  16         5          45         
32         101.00000  7.00000    20         2          50         
33         103.00000  8.00000    11         5          58         
34         20.00000   25.00000   18         4          58         
35         97.00000   93.00000   24         2          48         
36         0.00000    51.00000   26         6          58         
37         81.00000   70.00000   9          6          62         
38         103.00000  7.00000    21         7          62         
39         95.00000   87.00000   3          1          40         
40         102.00000  54.00000   22         5          52         
41         83.00000   72.00000   7          1          54         
42         101.00000  10.00000   10         1          40         
43         105.00000  48.00000   17         1          53         
44         96.00000   40.00000   8          3          48         
45         5.00000    91.00000   10         2          50         
46         9.00000    96.00000   12         3          44         
47         10.00000   100.00000  10         2          38         
48         9.00000    96.00000   24         3          44         
49         22.00000   21.00000   5          3          59         
50         2.00000    95.00000   10         5          50         
51         9.00000    95.00000   6          6          47         
