NAME: M-n200-k17_5 
DIMENSION: 200 
CAPACITY: 200 
VEHICLES: 17 
No         x_pos      y_pos      demand     release    due        
1          35.00000   35.00000   0          0          999999999  
2          41.00000   49.00000   10         18         78         
3          35.00000   17.00000   7          4          61         
4          55.00000   45.00000   13         9          65         
5          55.00000   20.00000   19         15         64         
6          15.00000   30.00000   26         5          65         
7          25.00000   30.00000   3          19         65         
8          20.00000   50.00000   5          3          47         
9          10.00000   43.00000   9          3          50         
10         55.00000   60.00000   16         13         77         
11         30.00000   60.00000   16         16         74         
12         20.00000   65.00000   12         14         57         
13         50.00000   35.00000   19         4          53         
14         30.00000   25.00000   23         12         60         
15         15.00000   10.00000   20         19         77         
16         30.00000   5.00000    8          16         81         
17         10.00000   20.00000   19         9          70         
18         5.00000    30.00000   2          12         70         
19         20.00000   40.00000   12         13         59         
20         15.00000   60.00000   17         7          70         
21         45.00000   65.00000   9          16         74         
22         45.00000   20.00000   11         6          54         
23         45.00000   10.00000   18         5          66         
24         55.00000   5.00000    29         11         55         
25         65.00000   35.00000   3          16         76         
26         65.00000   20.00000   6          1          69         
27         45.00000   30.00000   17         4          68         
28         35.00000   40.00000   16         19         84         
29         41.00000   37.00000   16         1          66         
30         64.00000   42.00000   9          18         70         
31         40.00000   60.00000   21         11         54         
32         31.00000   52.00000   27         9          59         
33         35.00000   69.00000   23         7          51         
34         53.00000   52.00000   11         18         78         
35         65.00000   55.00000   14         7          68         
36         63.00000   65.00000   8          16         83         
37         2.00000    60.00000   5          9          70         
38         20.00000   20.00000   8          10         76         
39         5.00000    5.00000    16         13         69         
40         60.00000   12.00000   31         12         79         
41         40.00000   25.00000   9          3          59         
42         42.00000   7.00000    5          1          49         
43         24.00000   12.00000   5          19         66         
44         23.00000   3.00000    7          13         70         
45         11.00000   14.00000   18         10         70         
46         6.00000    38.00000   16         5          54         
47         2.00000    48.00000   1          6          49         
48         8.00000    56.00000   27         11         72         
49         13.00000   52.00000   36         17         80         
50         6.00000    68.00000   30         11         63         
51         47.00000   47.00000   13         1          45         
52         49.00000   58.00000   10         1          63         
53         27.00000   43.00000   9          7          62         
54         37.00000   31.00000   14         15         63         
55         57.00000   29.00000   18         3          73         
56         63.00000   23.00000   2          8          62         
57         53.00000   12.00000   6          4          47         
58         32.00000   12.00000   7          4          49         
59         36.00000   26.00000   18         14         74         
60         21.00000   24.00000   28         9          55         
61         17.00000   34.00000   3          6          73         
62         12.00000   24.00000   13         4          47         
63         24.00000   58.00000   19         12         67         
64         27.00000   69.00000   10         12         54         
65         15.00000   77.00000   9          14         61         
66         62.00000   77.00000   20         6          49         
67         49.00000   73.00000   25         6          62         
68         67.00000   5.00000    25         6          75         
69         56.00000   39.00000   36         18         62         
70         37.00000   47.00000   6          14         72         
71         37.00000   56.00000   5          13         59         
72         57.00000   68.00000   15         8          65         
73         47.00000   16.00000   25         18         82         
74         44.00000   17.00000   9          12         63         
75         46.00000   13.00000   8          9          73         
76         49.00000   11.00000   18         13         70         
77         49.00000   42.00000   13         2          49         
78         53.00000   43.00000   14         11         75         
79         61.00000   52.00000   3          3          66         
80         57.00000   48.00000   23         12         74         
81         56.00000   37.00000   6          4          53         
82         55.00000   54.00000   26         1          46         
83         15.00000   47.00000   16         2          63         
84         14.00000   37.00000   11         17         60         
85         11.00000   31.00000   7          7          62         
86         16.00000   22.00000   41         12         70         
87         4.00000    18.00000   35         19         67         
88         28.00000   18.00000   26         12         70         
89         26.00000   52.00000   9          7          58         
90         26.00000   35.00000   15         2          60         
91         31.00000   67.00000   3          17         86         
92         15.00000   19.00000   1          18         85         
93         22.00000   22.00000   2          14         66         
94         18.00000   24.00000   22         12         64         
95         26.00000   27.00000   27         3          65         
96         25.00000   24.00000   20         8          59         
97         22.00000   27.00000   11         19         62         
98         25.00000   21.00000   12         13         68         
99         19.00000   21.00000   10         8          67         
100        20.00000   26.00000   9          5          60         
101        18.00000   18.00000   17         12         78         
102        37.00000   52.00000   7          5          69         
103        49.00000   49.00000   30         17         64         
104        52.00000   64.00000   16         12         79         
105        20.00000   26.00000   9          15         78         
106        40.00000   30.00000   21         8          56         
107        21.00000   47.00000   15         15         74         
108        17.00000   63.00000   19         6          71         
109        31.00000   62.00000   23         7          68         
110        52.00000   33.00000   11         12         68         
111        51.00000   21.00000   5          17         77         
112        42.00000   41.00000   19         1          50         
113        31.00000   32.00000   29         13         80         
114        5.00000    25.00000   23         11         74         
115        12.00000   42.00000   21         6          52         
116        36.00000   16.00000   10         15         72         
117        52.00000   41.00000   15         4          46         
118        27.00000   23.00000   3          19         67         
119        17.00000   33.00000   41         12         80         
120        13.00000   13.00000   9          15         74         
121        57.00000   58.00000   28         12         70         
122        62.00000   42.00000   8          6          73         
123        42.00000   57.00000   8          18         73         
124        16.00000   57.00000   16         12         63         
125        8.00000    52.00000   10         6          64         
126        7.00000    38.00000   28         11         79         
127        27.00000   68.00000   7          10         62         
128        30.00000   48.00000   15         12         76         
129        43.00000   67.00000   14         12         74         
130        58.00000   48.00000   6          7          50         
131        58.00000   27.00000   19         4          53         
132        37.00000   69.00000   11         15         60         
133        38.00000   46.00000   12         4          63         
134        46.00000   10.00000   23         18         76         
135        61.00000   33.00000   26         3          50         
136        62.00000   63.00000   17         11         63         
137        63.00000   69.00000   6          18         62         
138        32.00000   22.00000   9          6          71         
139        45.00000   35.00000   15         9          78         
140        59.00000   15.00000   14         18         86         
141        5.00000    6.00000    7          5          71         
142        10.00000   17.00000   27         9          55         
143        21.00000   10.00000   13         6          52         
144        5.00000    64.00000   11         15         61         
145        30.00000   15.00000   16         17         77         
146        39.00000   10.00000   10         16         75         
147        32.00000   39.00000   5          3          59         
148        25.00000   32.00000   25         17         77         
149        25.00000   55.00000   17         13         77         
150        48.00000   28.00000   18         18         88         
151        56.00000   37.00000   10         6          51         
152        22.00000   22.00000   18         17         77         
153        36.00000   26.00000   26         9          70         
154        21.00000   45.00000   11         17         65         
155        45.00000   35.00000   30         4          73         
156        55.00000   20.00000   21         19         73         
157        33.00000   34.00000   19         18         66         
158        50.00000   50.00000   15         3          69         
159        55.00000   45.00000   16         12         61         
160        26.00000   59.00000   29         16         80         
161        40.00000   66.00000   26         6          76         
162        55.00000   65.00000   37         18         82         
163        35.00000   51.00000   16         12         57         
164        62.00000   35.00000   12         11         75         
165        62.00000   57.00000   31         14         75         
166        62.00000   24.00000   8          16         67         
167        21.00000   36.00000   19         2          53         
168        33.00000   44.00000   20         4          74         
169        9.00000    56.00000   13         10         59         
170        62.00000   48.00000   15         7          77         
171        66.00000   14.00000   22         5          47         
172        44.00000   13.00000   28         8          69         
173        26.00000   13.00000   12         17         62         
174        11.00000   28.00000   6          7          77         
175        7.00000    43.00000   27         17         62         
176        17.00000   64.00000   14         12         56         
177        41.00000   46.00000   18         10         58         
178        55.00000   34.00000   17         16         85         
179        35.00000   16.00000   29         18         65         
180        52.00000   26.00000   13         15         61         
181        43.00000   26.00000   22         10         71         
182        31.00000   76.00000   25         3          72         
183        22.00000   53.00000   28         10         80         
184        26.00000   29.00000   27         19         65         
185        50.00000   40.00000   19         5          73         
186        55.00000   50.00000   10         7          54         
187        54.00000   10.00000   12         6          61         
188        60.00000   15.00000   14         7          73         
189        47.00000   66.00000   24         19         84         
190        30.00000   60.00000   16         19         75         
191        30.00000   50.00000   33         19         68         
192        12.00000   17.00000   15         16         70         
193        15.00000   14.00000   11         11         59         
194        16.00000   19.00000   18         11         64         
195        21.00000   48.00000   17         5          56         
196        50.00000   30.00000   21         18         79         
197        51.00000   42.00000   27         4          59         
198        50.00000   15.00000   19         7          50         
199        48.00000   21.00000   20         14         59         
200        12.00000   38.00000   5          5          57         
