NAME: A-n54-k7_1 
DIMENSION: 54 
CAPACITY: 100 
VEHICLES: 7 
No         x_pos      y_pos      demand     release    due        
1          61.00000   5.00000    0          0          999999999  
2          85.00000   53.00000   24         1          84         
3          17.00000   57.00000   9          6          94         
4          49.00000   93.00000   15         4          69         
5          69.00000   11.00000   17         6          88         
6          87.00000   15.00000   2          7          71         
7          49.00000   39.00000   19         7          61         
8          87.00000   23.00000   10         8          65         
9          19.00000   83.00000   17         7          72         
10         69.00000   87.00000   20         8          72         
11         69.00000   43.00000   16         6          60         
12         49.00000   67.00000   8          3          62         
13         17.00000   61.00000   12         6          75         
14         45.00000   61.00000   3          6          87         
15         21.00000   53.00000   23         7          85         
16         71.00000   37.00000   4          6          85         
17         53.00000   23.00000   23         3          73         
18         77.00000   63.00000   20         5          91         
19         89.00000   7.00000    2          7          96         
20         21.00000   83.00000   19         5          92         
21         77.00000   25.00000   2          8          78         
22         85.00000   95.00000   23         2          88         
23         43.00000   93.00000   23         8          75         
24         75.00000   25.00000   5          7          82         
25         1.00000    43.00000   12         3          76         
26         7.00000    7.00000    15         6          90         
27         81.00000   69.00000   9          4          68         
28         23.00000   57.00000   13         2          79         
29         81.00000   15.00000   18         5          80         
30         77.00000   35.00000   16         8          85         
31         49.00000   3.00000    7          4          68         
32         21.00000   93.00000   6          5          70         
33         41.00000   37.00000   2          1          61         
34         71.00000   91.00000   8          2          59         
35         31.00000   13.00000   2          2          66         
36         69.00000   33.00000   2          1          67         
37         91.00000   47.00000   4          3          75         
38         13.00000   69.00000   13         2          91         
39         65.00000   75.00000   18         3          57         
40         91.00000   27.00000   9          2          81         
41         9.00000    85.00000   19         8          94         
42         15.00000   19.00000   3          5          89         
43         7.00000    37.00000   14         4          62         
44         61.00000   11.00000   19         2          89         
45         59.00000   83.00000   21         3          72         
46         85.00000   69.00000   4          4          89         
47         15.00000   29.00000   6          8          92         
48         1.00000    13.00000   22         4          70         
49         1.00000    83.00000   13         5          81         
50         85.00000   31.00000   10         1          85         
51         95.00000   25.00000   18         5          59         
52         5.00000    33.00000   5          7          63         
53         51.00000   11.00000   9          6          73         
54         51.00000   85.00000   36         5          64         
