NAME: P-n70-k10_5 
DIMENSION: 70 
CAPACITY: 135 
VEHICLES: 10 
No         x_pos      y_pos      demand     release    due        
1          40.00000   40.00000   0          0          999999999  
2          22.00000   22.00000   18         6          54         
3          36.00000   26.00000   26         1          47         
4          21.00000   45.00000   11         12         55         
5          45.00000   35.00000   30         20         67         
6          55.00000   20.00000   21         17         71         
7          33.00000   34.00000   19         9          49         
8          50.00000   50.00000   15         16         52         
9          55.00000   45.00000   16         11         64         
10         26.00000   59.00000   29         10         60         
11         40.00000   66.00000   26         20         66         
12         55.00000   65.00000   37         13         71         
13         35.00000   51.00000   16         17         64         
14         62.00000   35.00000   12         16         74         
15         62.00000   57.00000   31         3          51         
16         62.00000   24.00000   8          15         73         
17         21.00000   36.00000   19         9          62         
18         33.00000   44.00000   20         3          55         
19         9.00000    56.00000   13         14         50         
20         62.00000   48.00000   15         11         60         
21         66.00000   14.00000   22         2          48         
22         44.00000   13.00000   28         11         62         
23         26.00000   13.00000   12         7          56         
24         11.00000   28.00000   6          18         59         
25         7.00000    43.00000   27         1          50         
26         17.00000   64.00000   14         5          61         
27         41.00000   46.00000   18         19         55         
28         55.00000   34.00000   17         5          44         
29         35.00000   16.00000   29         7          61         
30         52.00000   26.00000   13         8          44         
31         43.00000   26.00000   22         17         56         
32         31.00000   76.00000   25         12         55         
33         22.00000   53.00000   28         18         75         
34         26.00000   29.00000   27         2          52         
35         50.00000   40.00000   19         5          41         
36         55.00000   50.00000   10         14         57         
37         54.00000   10.00000   12         2          42         
38         60.00000   15.00000   14         16         58         
39         47.00000   66.00000   24         13         49         
40         30.00000   60.00000   16         17         73         
41         30.00000   50.00000   33         4          58         
42         12.00000   17.00000   15         16         69         
43         15.00000   14.00000   11         16         71         
44         16.00000   19.00000   18         19         73         
45         21.00000   48.00000   17         10         49         
46         50.00000   30.00000   21         4          49         
47         51.00000   42.00000   27         7          43         
48         50.00000   15.00000   19         7          43         
49         48.00000   21.00000   20         10         46         
50         12.00000   38.00000   5          8          48         
51         15.00000   56.00000   22         14         53         
52         29.00000   39.00000   12         20         68         
53         54.00000   38.00000   19         7          53         
54         55.00000   57.00000   22         6          56         
55         67.00000   41.00000   16         20         62         
56         10.00000   70.00000   7          20         70         
57         6.00000    25.00000   26         7          57         
58         65.00000   27.00000   14         2          41         
59         40.00000   60.00000   21         17         55         
60         70.00000   64.00000   24         3          40         
61         64.00000   4.00000    13         10         50         
62         36.00000   6.00000    15         10         58         
63         30.00000   20.00000   18         13         69         
64         20.00000   30.00000   11         3          46         
65         15.00000   5.00000    28         13         53         
66         50.00000   70.00000   9          3          40         
67         57.00000   72.00000   37         3          61         
68         45.00000   42.00000   30         10         52         
69         38.00000   33.00000   10         6          57         
70         50.00000   4.00000    8          20         61         
