NAME: P-n22-k2_2 
DIMENSION: 22 
CAPACITY: 160 
VEHICLES: 2 
No         x_pos      y_pos      demand     release    due        
1          30.00000   40.00000   0          0          999999999  
2          37.00000   52.00000   7          1          50         
3          49.00000   49.00000   30         9          81         
4          52.00000   64.00000   16         10         68         
5          31.00000   62.00000   23         6          72         
6          52.00000   33.00000   11         2          73         
7          42.00000   41.00000   19         10         61         
8          52.00000   41.00000   15         4          55         
9          57.00000   58.00000   28         4          69         
10         62.00000   42.00000   8          9          72         
11         42.00000   57.00000   8          1          76         
12         27.00000   68.00000   7          1          73         
13         43.00000   67.00000   14         8          78         
14         58.00000   48.00000   6          7          56         
15         58.00000   27.00000   19         6          56         
16         37.00000   69.00000   11         9          59         
17         38.00000   46.00000   12         8          80         
18         61.00000   33.00000   26         9          86         
19         62.00000   63.00000   17         4          73         
20         63.00000   69.00000   6          8          59         
21         45.00000   35.00000   15         7          77         
22         56.00000   37.00000   10         5          56         
