NAME: M-n121-k7_2 
DIMENSION: 121 
CAPACITY: 200 
VEHICLES: 7 
No         x_pos      y_pos      demand     release    due        
1          10.00000   45.00000   0          0          999999999  
2          25.00000   1.00000    25         4          70         
3          25.00000   3.00000    7          12         74         
4          31.00000   5.00000    13         13         99         
5          32.00000   5.00000    6          11         73         
6          31.00000   7.00000    14         8          74         
7          32.00000   9.00000    5          10         81         
8          34.00000   9.00000    11         2          77         
9          46.00000   9.00000    19         7          71         
10         35.00000   7.00000    5          1          57         
11         34.00000   6.00000    15         14         79         
12         35.00000   5.00000    15         9          77         
13         47.00000   6.00000    17         9          67         
14         40.00000   5.00000    13         11         67         
15         39.00000   3.00000    12         1          64         
16         36.00000   3.00000    18         13         93         
17         73.00000   6.00000    13         8          65         
18         73.00000   8.00000    18         11         65         
19         24.00000   36.00000   12         11         79         
20         76.00000   6.00000    17         14         100        
21         76.00000   10.00000   4          4          59         
22         76.00000   13.00000   7          15         81         
23         78.00000   3.00000    12         1          65         
24         78.00000   9.00000    13         7          86         
25         79.00000   3.00000    8          2          58         
26         79.00000   5.00000    16         13         97         
27         79.00000   11.00000   15         8          81         
28         82.00000   3.00000    6          1          80         
29         82.00000   7.00000    5          2          80         
30         90.00000   15.00000   9          10         70         
31         84.00000   3.00000    11         15         92         
32         84.00000   5.00000    10         14         84         
33         84.00000   9.00000    3          3          83         
34         85.00000   1.00000    7          7          83         
35         87.00000   5.00000    2          11         84         
36         85.00000   8.00000    4          4          67         
37         87.00000   7.00000    4          4          80         
38         86.00000   41.00000   18         8          88         
39         86.00000   44.00000   14         1          58         
40         86.00000   46.00000   12         6          66         
41         85.00000   55.00000   17         4          58         
42         89.00000   43.00000   20         2          76         
43         89.00000   46.00000   14         1          82         
44         89.00000   52.00000   16         4          84         
45         92.00000   42.00000   10         8          78         
46         92.00000   52.00000   9          5          66         
47         94.00000   42.00000   11         5          77         
48         94.00000   44.00000   7          7          87         
49         94.00000   48.00000   13         8          80         
50         96.00000   42.00000   5          6          79         
51         99.00000   46.00000   4          14         71         
52         99.00000   50.00000   21         9          83         
53         83.00000   80.00000   13         13         88         
54         83.00000   83.00000   11         6          66         
55         85.00000   81.00000   12         1          58         
56         85.00000   85.00000   14         6          65         
57         85.00000   89.00000   10         12         90         
58         87.00000   80.00000   8          5          76         
59         87.00000   86.00000   16         6          87         
60         90.00000   77.00000   19         4          85         
61         90.00000   88.00000   5          6          85         
62         93.00000   82.00000   17         3          72         
63         93.00000   84.00000   7          14         92         
64         93.00000   89.00000   16         4          63         
65         94.00000   86.00000   14         9          89         
66         95.00000   80.00000   17         5          66         
67         99.00000   89.00000   13         1          70         
68         37.00000   83.00000   17         2          71         
69         50.00000   80.00000   13         6          79         
70         35.00000   85.00000   14         12         90         
71         35.00000   87.00000   16         9          92         
72         44.00000   86.00000   7          12         98         
73         46.00000   89.00000   13         6          92         
74         46.00000   83.00000   9          13         83         
75         46.00000   87.00000   11         7          61         
76         46.00000   89.00000   35         9          84         
77         48.00000   83.00000   5          12         67         
78         50.00000   85.00000   28         14         73         
79         50.00000   88.00000   7          15         89         
80         54.00000   86.00000   3          11         82         
81         54.00000   90.00000   10         14         74         
82         10.00000   35.00000   7          3          61         
83         10.00000   40.00000   12         4          79         
84         18.00000   30.00000   11         3          61         
85         17.00000   35.00000   10         1          65         
86         16.00000   38.00000   8          5          59         
87         14.00000   40.00000   11         6          64         
88         15.00000   42.00000   21         7          85         
89         11.00000   42.00000   4          7          73         
90         18.00000   40.00000   15         7          86         
91         21.00000   39.00000   16         11         95         
92         20.00000   40.00000   4          9          95         
93         18.00000   41.00000   16         13         71         
94         20.00000   44.00000   7          15         78         
95         22.00000   44.00000   10         4          86         
96         16.00000   45.00000   9          13         66         
97         20.00000   45.00000   11         11         84         
98         25.00000   45.00000   17         4          89         
99         30.00000   55.00000   12         11         86         
100        20.00000   50.00000   11         7          63         
101        22.00000   51.00000   7          12         74         
102        18.00000   49.00000   9          5          87         
103        16.00000   48.00000   11         10         90         
104        20.00000   55.00000   12         7          70         
105        18.00000   53.00000   7          15         73         
106        14.00000   50.00000   8          10         70         
107        15.00000   51.00000   6          3          75         
108        16.00000   54.00000   5          13         87         
109        28.00000   33.00000   12         11         77         
110        33.00000   38.00000   13         1          83         
111        30.00000   50.00000   7          1          65         
112        13.00000   40.00000   7          7          85         
113        15.00000   36.00000   8          11         95         
114        18.00000   31.00000   11         12         83         
115        25.00000   37.00000   13         7          74         
116        30.00000   46.00000   11         15         69         
117        25.00000   52.00000   10         7          87         
118        16.00000   33.00000   7          9          69         
119        25.00000   35.00000   4          11         77         
120        5.00000    40.00000   20         4          65         
121        5.00000    50.00000   13         4          86         
