NAME: M-n151-k12_1 
DIMENSION: 151 
CAPACITY: 200 
VEHICLES: 12 
No         x_pos      y_pos      demand     release    due        
1          35.00000   35.00000   0          0          999999999  
2          41.00000   49.00000   10         3          87         
3          35.00000   17.00000   7          3          64         
4          55.00000   45.00000   13         2          88         
5          55.00000   20.00000   19         2          86         
6          15.00000   30.00000   26         1          59         
7          25.00000   30.00000   3          3          66         
8          20.00000   50.00000   5          1          84         
9          10.00000   43.00000   9          1          73         
10         55.00000   60.00000   16         2          71         
11         30.00000   60.00000   16         2          63         
12         20.00000   65.00000   12         2          78         
13         50.00000   35.00000   19         3          57         
14         30.00000   25.00000   23         4          59         
15         15.00000   10.00000   20         4          89         
16         30.00000   5.00000    8          4          75         
17         10.00000   20.00000   19         3          67         
18         5.00000    30.00000   2          1          75         
19         20.00000   40.00000   12         3          56         
20         15.00000   60.00000   17         4          63         
21         45.00000   65.00000   9          3          89         
22         45.00000   20.00000   11         1          86         
23         45.00000   10.00000   18         1          60         
24         55.00000   5.00000    29         4          67         
25         65.00000   35.00000   3          4          81         
26         65.00000   20.00000   6          3          65         
27         45.00000   30.00000   17         1          59         
28         35.00000   40.00000   16         1          80         
29         41.00000   37.00000   16         3          89         
30         64.00000   42.00000   9          1          71         
31         40.00000   60.00000   21         4          80         
32         31.00000   52.00000   27         2          88         
33         35.00000   69.00000   23         2          61         
34         53.00000   52.00000   11         1          84         
35         65.00000   55.00000   14         3          86         
36         63.00000   65.00000   8          4          69         
37         2.00000    60.00000   5          2          72         
38         20.00000   20.00000   8          1          60         
39         5.00000    5.00000    16         2          85         
40         60.00000   12.00000   31         3          67         
41         40.00000   25.00000   9          1          54         
42         42.00000   7.00000    5          1          65         
43         24.00000   12.00000   5          3          68         
44         23.00000   3.00000    7          2          77         
45         11.00000   14.00000   18         4          75         
46         6.00000    38.00000   16         2          69         
47         2.00000    48.00000   1          3          74         
48         8.00000    56.00000   27         2          60         
49         13.00000   52.00000   36         3          72         
50         6.00000    68.00000   30         2          71         
51         47.00000   47.00000   13         4          90         
