NAME: P-n101-k4_3 
DIMENSION: 101 
CAPACITY: 400 
VEHICLES: 4 
No         x_pos      y_pos      demand     release    due        
1          35.00000   35.00000   0          0          999999999  
2          41.00000   49.00000   10         10         128        
3          35.00000   17.00000   7          11         177        
4          55.00000   45.00000   13         26         196        
5          55.00000   20.00000   19         5          175        
6          15.00000   30.00000   26         23         194        
7          25.00000   30.00000   3          15         200        
8          20.00000   50.00000   5          9          130        
9          10.00000   43.00000   9          24         195        
10         55.00000   60.00000   16         15         178        
11         30.00000   60.00000   16         13         185        
12         20.00000   65.00000   12         22         210        
13         50.00000   35.00000   19         10         149        
14         30.00000   25.00000   23         26         149        
15         15.00000   10.00000   20         15         158        
16         30.00000   5.00000    8          21         201        
17         10.00000   20.00000   19         18         175        
18         5.00000    30.00000   2          6          158        
19         20.00000   40.00000   12         22         153        
20         15.00000   60.00000   17         23         162        
21         45.00000   65.00000   9          2          174        
22         45.00000   20.00000   11         16         198        
23         45.00000   10.00000   18         8          181        
24         55.00000   5.00000    29         20         183        
25         65.00000   35.00000   3          13         209        
26         65.00000   20.00000   6          21         175        
27         45.00000   30.00000   17         14         171        
28         35.00000   40.00000   16         16         155        
29         41.00000   37.00000   16         6          175        
30         64.00000   42.00000   9          10         160        
31         40.00000   60.00000   21         8          149        
32         31.00000   52.00000   27         23         188        
33         35.00000   69.00000   23         26         206        
34         53.00000   52.00000   11         17         211        
35         65.00000   55.00000   14         24         203        
36         63.00000   65.00000   8          26         191        
37         2.00000    60.00000   5          17         170        
38         20.00000   20.00000   8          21         151        
39         5.00000    5.00000    16         11         145        
40         60.00000   12.00000   31         13         186        
41         40.00000   25.00000   9          2          195        
42         42.00000   7.00000    5          21         189        
43         24.00000   12.00000   5          10         198        
44         23.00000   3.00000    7          23         158        
45         11.00000   14.00000   18         26         198        
46         6.00000    38.00000   16         13         156        
47         2.00000    48.00000   1          10         130        
48         8.00000    56.00000   27         2          184        
49         13.00000   52.00000   36         24         176        
50         6.00000    68.00000   30         19         144        
51         47.00000   47.00000   13         12         203        
52         49.00000   58.00000   10         26         175        
53         27.00000   43.00000   9          19         183        
54         37.00000   31.00000   14         18         155        
55         57.00000   29.00000   18         14         183        
56         63.00000   23.00000   2          23         170        
57         53.00000   12.00000   6          2          158        
58         32.00000   12.00000   7          13         162        
59         36.00000   26.00000   18         9          153        
60         21.00000   24.00000   28         6          145        
61         17.00000   34.00000   3          4          182        
62         12.00000   24.00000   13         24         161        
63         24.00000   58.00000   19         2          195        
64         27.00000   69.00000   10         25         215        
65         15.00000   77.00000   9          19         158        
66         62.00000   77.00000   20         1          136        
67         49.00000   73.00000   25         1          139        
68         67.00000   5.00000    25         23         160        
69         56.00000   39.00000   36         13         150        
70         37.00000   47.00000   6          22         174        
71         37.00000   56.00000   5          6          189        
72         57.00000   68.00000   15         21         187        
73         47.00000   16.00000   25         7          140        
74         44.00000   17.00000   9          26         207        
75         46.00000   13.00000   8          25         220        
76         49.00000   11.00000   18         15         145        
77         49.00000   42.00000   13         24         209        
78         53.00000   43.00000   14         17         154        
79         61.00000   52.00000   3          21         172        
80         57.00000   48.00000   23         15         158        
81         56.00000   37.00000   6          5          157        
82         55.00000   54.00000   26         24         168        
83         15.00000   47.00000   16         14         140        
84         14.00000   37.00000   11         26         197        
85         11.00000   31.00000   7          10         132        
86         16.00000   22.00000   41         6          140        
87         4.00000    18.00000   35         19         176        
88         28.00000   18.00000   26         9          149        
89         26.00000   52.00000   9          4          155        
90         26.00000   35.00000   15         24         189        
91         31.00000   67.00000   3          19         141        
92         15.00000   19.00000   1          25         213        
93         22.00000   22.00000   2          11         196        
94         18.00000   24.00000   22         22         147        
95         26.00000   27.00000   27         21         153        
96         25.00000   24.00000   20         10         129        
97         22.00000   27.00000   11         24         188        
98         25.00000   21.00000   12         8          182        
99         19.00000   21.00000   10         5          183        
100        20.00000   26.00000   9          12         147        
101        18.00000   18.00000   17         7          201        
