NAME: B-n41-k6_4 
DIMENSION: 41 
CAPACITY: 100 
VEHICLES: 6 
No         x_pos      y_pos      demand     release    due        
1          37.00000   35.00000   0          0          999999999  
2          61.00000   78.00000   6          7          62         
3          18.00000   33.00000   11         27         82         
4          10.00000   7.00000    14         20         66         
5          48.00000   26.00000   7          27         74         
6          96.00000   58.00000   12         13         73         
7          16.00000   97.00000   16         27         77         
8          102.00000  67.00000   6          1          58         
9          97.00000   67.00000   18         18         61         
10         20.00000   17.00000   7          23         75         
11         110.00000  77.00000   20         7          58         
12         26.00000   101.00000  7          27         87         
13         102.00000  74.00000   23         22         61         
14         98.00000   64.00000   16         24         73         
15         71.00000   82.00000   10         17         66         
16         101.00000  60.00000   9          23         62         
17         104.00000  69.00000   18         10         69         
18         70.00000   85.00000   8          7          65         
19         17.00000   9.00000    15         9          56         
20         56.00000   34.00000   9          17         73         
21         105.00000  69.00000   23         24         64         
22         20.00000   8.00000    7          9          61         
23         103.00000  63.00000   15         12         55         
24         105.00000  76.00000   14         25         72         
25         25.00000   35.00000   21         18         75         
26         28.00000   43.00000   25         28         69         
27         58.00000   36.00000   14         6          50         
28         56.00000   32.00000   11         24         72         
29         65.00000   87.00000   19         19         64         
30         70.00000   80.00000   12         7          63         
31         100.00000  65.00000   8          14         75         
32         102.00000  61.00000   25         12         52         
33         99.00000   73.00000   17         17         59         
34         24.00000   103.00000  22         23         77         
35         26.00000   107.00000  11         3          49         
36         21.00000   39.00000   16         24         84         
37         99.00000   71.00000   16         24         84         
38         20.00000   16.00000   8          10         62         
39         56.00000   30.00000   23         13         70         
40         51.00000   31.00000   15         17         63         
41         106.00000  70.00000   13         20         72         
