NAME: M-n200-k16_1 
DIMENSION: 200 
CAPACITY: 200 
VEHICLES: 16 
No         x_pos      y_pos      demand     release    due        
1          35.00000   35.00000   0          0          999999999  
2          41.00000   49.00000   10         4          63         
3          35.00000   17.00000   7          2          54         
4          55.00000   45.00000   13         2          59         
5          55.00000   20.00000   19         2          68         
6          15.00000   30.00000   26         1          64         
7          25.00000   30.00000   3          3          67         
8          20.00000   50.00000   5          3          68         
9          10.00000   43.00000   9          2          56         
10         55.00000   60.00000   16         3          71         
11         30.00000   60.00000   16         4          77         
12         20.00000   65.00000   12         2          71         
13         50.00000   35.00000   19         3          51         
14         30.00000   25.00000   23         2          72         
15         15.00000   10.00000   20         4          59         
16         30.00000   5.00000    8          1          57         
17         10.00000   20.00000   19         1          66         
18         5.00000    30.00000   2          3          53         
19         20.00000   40.00000   12         2          78         
20         15.00000   60.00000   17         2          51         
21         45.00000   65.00000   9          3          64         
22         45.00000   20.00000   11         4          78         
23         45.00000   10.00000   18         2          68         
24         55.00000   5.00000    29         2          67         
25         65.00000   35.00000   3          3          60         
26         65.00000   20.00000   6          3          59         
27         45.00000   30.00000   17         4          55         
28         35.00000   40.00000   16         4          54         
29         41.00000   37.00000   16         1          79         
30         64.00000   42.00000   9          1          77         
31         40.00000   60.00000   21         1          66         
32         31.00000   52.00000   27         2          77         
33         35.00000   69.00000   23         1          60         
34         53.00000   52.00000   11         2          64         
35         65.00000   55.00000   14         3          54         
36         63.00000   65.00000   8          3          61         
37         2.00000    60.00000   5          1          67         
38         20.00000   20.00000   8          3          66         
39         5.00000    5.00000    16         4          77         
40         60.00000   12.00000   31         3          54         
41         40.00000   25.00000   9          2          76         
42         42.00000   7.00000    5          2          57         
43         24.00000   12.00000   5          3          61         
44         23.00000   3.00000    7          1          58         
45         11.00000   14.00000   18         4          76         
46         6.00000    38.00000   16         2          80         
47         2.00000    48.00000   1          2          80         
48         8.00000    56.00000   27         1          74         
49         13.00000   52.00000   36         4          63         
50         6.00000    68.00000   30         3          77         
51         47.00000   47.00000   13         1          80         
52         49.00000   58.00000   10         4          69         
53         27.00000   43.00000   9          4          59         
54         37.00000   31.00000   14         4          59         
55         57.00000   29.00000   18         3          68         
56         63.00000   23.00000   2          2          67         
57         53.00000   12.00000   6          1          57         
58         32.00000   12.00000   7          1          49         
59         36.00000   26.00000   18         3          54         
60         21.00000   24.00000   28         1          61         
61         17.00000   34.00000   3          2          50         
62         12.00000   24.00000   13         2          53         
63         24.00000   58.00000   19         2          76         
64         27.00000   69.00000   10         3          70         
65         15.00000   77.00000   9          4          78         
66         62.00000   77.00000   20         3          57         
67         49.00000   73.00000   25         1          77         
68         67.00000   5.00000    25         4          80         
69         56.00000   39.00000   36         3          73         
70         37.00000   47.00000   6          2          76         
71         37.00000   56.00000   5          2          77         
72         57.00000   68.00000   15         3          80         
73         47.00000   16.00000   25         2          54         
74         44.00000   17.00000   9          3          75         
75         46.00000   13.00000   8          2          74         
76         49.00000   11.00000   18         1          49         
77         49.00000   42.00000   13         4          66         
78         53.00000   43.00000   14         3          65         
79         61.00000   52.00000   3          1          49         
80         57.00000   48.00000   23         3          79         
81         56.00000   37.00000   6          1          64         
82         55.00000   54.00000   26         2          67         
83         15.00000   47.00000   16         3          72         
84         14.00000   37.00000   11         2          67         
85         11.00000   31.00000   7          1          79         
86         16.00000   22.00000   41         2          67         
87         4.00000    18.00000   35         1          54         
88         28.00000   18.00000   26         4          68         
89         26.00000   52.00000   9          2          59         
90         26.00000   35.00000   15         2          58         
91         31.00000   67.00000   3          3          62         
92         15.00000   19.00000   1          4          75         
93         22.00000   22.00000   2          2          55         
94         18.00000   24.00000   22         4          64         
95         26.00000   27.00000   27         4          80         
96         25.00000   24.00000   20         4          51         
97         22.00000   27.00000   11         1          60         
98         25.00000   21.00000   12         2          64         
99         19.00000   21.00000   10         4          60         
100        20.00000   26.00000   9          4          82         
101        18.00000   18.00000   17         1          59         
102        37.00000   52.00000   7          1          72         
103        49.00000   49.00000   30         3          79         
104        52.00000   64.00000   16         2          64         
105        20.00000   26.00000   9          1          58         
106        40.00000   30.00000   21         3          64         
107        21.00000   47.00000   15         2          72         
108        17.00000   63.00000   19         3          82         
109        31.00000   62.00000   23         2          61         
110        52.00000   33.00000   11         3          76         
111        51.00000   21.00000   5          4          82         
112        42.00000   41.00000   19         4          63         
113        31.00000   32.00000   29         3          62         
114        5.00000    25.00000   23         3          54         
115        12.00000   42.00000   21         4          59         
116        36.00000   16.00000   10         4          66         
117        52.00000   41.00000   15         3          60         
118        27.00000   23.00000   3          1          76         
119        17.00000   33.00000   41         1          66         
120        13.00000   13.00000   9          1          52         
121        57.00000   58.00000   28         4          69         
122        62.00000   42.00000   8          2          69         
123        42.00000   57.00000   8          4          60         
124        16.00000   57.00000   16         1          76         
125        8.00000    52.00000   10         4          73         
126        7.00000    38.00000   28         1          53         
127        27.00000   68.00000   7          4          69         
128        30.00000   48.00000   15         4          83         
129        43.00000   67.00000   14         3          58         
130        58.00000   48.00000   6          2          61         
131        58.00000   27.00000   19         2          57         
132        37.00000   69.00000   11         1          61         
133        38.00000   46.00000   12         1          71         
134        46.00000   10.00000   23         4          77         
135        61.00000   33.00000   26         3          79         
136        62.00000   63.00000   17         4          65         
137        63.00000   69.00000   6          4          54         
138        32.00000   22.00000   9          1          58         
139        45.00000   35.00000   15         4          55         
140        59.00000   15.00000   14         1          52         
141        5.00000    6.00000    7          1          79         
142        10.00000   17.00000   27         1          77         
143        21.00000   10.00000   13         4          72         
144        5.00000    64.00000   11         2          70         
145        30.00000   15.00000   16         3          78         
146        39.00000   10.00000   10         4          68         
147        32.00000   39.00000   5          3          68         
148        25.00000   32.00000   25         4          74         
149        25.00000   55.00000   17         3          69         
150        48.00000   28.00000   18         3          82         
151        56.00000   37.00000   10         1          71         
152        22.00000   22.00000   18         3          68         
153        36.00000   26.00000   26         1          69         
154        21.00000   45.00000   11         2          78         
155        45.00000   35.00000   30         4          58         
156        55.00000   20.00000   21         2          73         
157        33.00000   34.00000   19         4          63         
158        50.00000   50.00000   15         3          77         
159        55.00000   45.00000   16         1          55         
160        26.00000   59.00000   29         1          71         
161        40.00000   66.00000   26         2          67         
162        55.00000   65.00000   37         4          56         
163        35.00000   51.00000   16         4          82         
164        62.00000   35.00000   12         2          58         
165        62.00000   57.00000   31         3          76         
166        62.00000   24.00000   8          4          67         
167        21.00000   36.00000   19         2          81         
168        33.00000   44.00000   20         3          78         
169        9.00000    56.00000   13         2          73         
170        62.00000   48.00000   15         2          77         
171        66.00000   14.00000   22         1          50         
172        44.00000   13.00000   28         4          69         
173        26.00000   13.00000   12         1          76         
174        11.00000   28.00000   6          2          72         
175        7.00000    43.00000   27         3          56         
176        17.00000   64.00000   14         2          67         
177        41.00000   46.00000   18         3          68         
178        55.00000   34.00000   17         2          64         
179        35.00000   16.00000   29         3          66         
180        52.00000   26.00000   13         2          77         
181        43.00000   26.00000   22         1          54         
182        31.00000   76.00000   25         3          59         
183        22.00000   53.00000   28         4          72         
184        26.00000   29.00000   27         3          60         
185        50.00000   40.00000   19         1          77         
186        55.00000   50.00000   10         2          67         
187        54.00000   10.00000   12         3          67         
188        60.00000   15.00000   14         2          67         
189        47.00000   66.00000   24         2          77         
190        30.00000   60.00000   16         4          59         
191        30.00000   50.00000   33         4          68         
192        12.00000   17.00000   15         1          52         
193        15.00000   14.00000   11         4          65         
194        16.00000   19.00000   18         3          69         
195        21.00000   48.00000   17         3          51         
196        50.00000   30.00000   21         1          64         
197        51.00000   42.00000   27         1          79         
198        50.00000   15.00000   19         4          67         
199        48.00000   21.00000   20         4          56         
200        12.00000   38.00000   5          2          75         
