NAME: B-n50-k8_1 
DIMENSION: 50 
CAPACITY: 100 
VEHICLES: 8 
No         x_pos      y_pos      demand     release    due        
1          8.00000    12.00000   0          0          999999999  
2          63.00000   77.00000   14         6          43         
3          19.00000   10.00000   3          7          61         
4          39.00000   49.00000   5          3          51         
5          86.00000   5.00000    9          5          41         
6          96.00000   64.00000   69         4          46         
7          34.00000   25.00000   13         3          49         
8          44.00000   15.00000   25         7          60         
9          58.00000   90.00000   17         8          52         
10         49.00000   21.00000   12         6          52         
11         43.00000   57.00000   12         2          49         
12         52.00000   28.00000   10         1          54         
13         47.00000   22.00000   2          5          41         
14         40.00000   50.00000   23         3          44         
15         44.00000   34.00000   15         3          42         
16         0.00000    70.00000   16         5          53         
17         56.00000   30.00000   26         2          54         
18         60.00000   98.00000   12         6          49         
19         103.00000  0.00000    12         1          51         
20         105.00000  70.00000   26         1          41         
21         45.00000   25.00000   10         3          48         
22         64.00000   82.00000   22         1          42         
23         44.00000   50.00000   4          8          60         
24         44.00000   53.00000   16         7          54         
25         59.00000   27.00000   8          4          55         
26         54.00000   16.00000   23         2          37         
27         92.00000   11.00000   2          4          43         
28         46.00000   22.00000   24         4          53         
29         98.00000   74.00000   12         6          43         
30         103.00000  72.00000   24         4          37         
31         44.00000   29.00000   4          8          50         
32         39.00000   30.00000   19         8          61         
33         97.00000   71.00000   21         8          46         
34         49.00000   22.00000   7          3          48         
35         22.00000   13.00000   15         3          43         
36         44.00000   58.00000   14         8          41         
37         50.00000   25.00000   18         2          46         
38         46.00000   21.00000   7          2          53         
39         44.00000   50.00000   20         5          43         
40         51.00000   66.00000   18         8          42         
41         28.00000   12.00000   2          4          42         
42         50.00000   59.00000   21         2          49         
43         61.00000   92.00000   21         1          41         
44         52.00000   25.00000   3          8          55         
45         21.00000   16.00000   5          5          38         
46         51.00000   61.00000   20         4          52         
47         46.00000   51.00000   16         6          47         
48         91.00000   13.00000   25         7          40         
49         25.00000   13.00000   3          3          44         
50         53.00000   22.00000   10         6          54         
