NAME: E-n76-k10_4 
DIMENSION: 76 
CAPACITY: 140 
VEHICLES: 10 
No         x_pos      y_pos      demand     release    due        
1          40.00000   40.00000   0          0          999999999  
2          22.00000   22.00000   18         12         61         
3          36.00000   26.00000   26         1          54         
4          21.00000   45.00000   11         17         74         
5          45.00000   35.00000   30         4          49         
6          55.00000   20.00000   21         5          43         
7          33.00000   34.00000   19         15         63         
8          50.00000   50.00000   15         16         58         
9          55.00000   45.00000   16         4          45         
10         26.00000   59.00000   29         8          65         
11         40.00000   66.00000   26         16         71         
12         55.00000   65.00000   37         10         50         
13         35.00000   51.00000   16         13         56         
14         62.00000   35.00000   12         7          49         
15         62.00000   57.00000   31         2          43         
16         62.00000   24.00000   8          2          52         
17         21.00000   36.00000   19         9          56         
18         33.00000   44.00000   20         12         51         
19         9.00000    56.00000   13         13         67         
20         62.00000   48.00000   15         9          59         
21         66.00000   14.00000   22         7          62         
22         44.00000   13.00000   28         3          51         
23         26.00000   13.00000   12         4          62         
24         11.00000   28.00000   6          4          43         
25         7.00000    43.00000   27         11         61         
26         17.00000   64.00000   14         2          52         
27         41.00000   46.00000   18         2          51         
28         55.00000   34.00000   17         5          48         
29         35.00000   16.00000   29         3          60         
30         52.00000   26.00000   13         2          44         
31         43.00000   26.00000   22         16         58         
32         31.00000   76.00000   25         11         52         
33         22.00000   53.00000   28         16         73         
34         26.00000   29.00000   27         7          44         
35         50.00000   40.00000   19         16         61         
36         55.00000   50.00000   10         4          46         
37         54.00000   10.00000   12         11         63         
38         60.00000   15.00000   14         12         52         
39         47.00000   66.00000   24         8          45         
40         30.00000   60.00000   16         3          47         
41         30.00000   50.00000   33         2          61         
42         12.00000   17.00000   15         6          60         
43         15.00000   14.00000   11         3          50         
44         16.00000   19.00000   18         3          40         
45         21.00000   48.00000   17         9          49         
46         50.00000   30.00000   21         16         75         
47         51.00000   42.00000   27         6          66         
48         50.00000   15.00000   19         1          46         
49         48.00000   21.00000   20         17         65         
50         12.00000   38.00000   5          16         70         
51         15.00000   56.00000   22         6          58         
52         29.00000   39.00000   12         12         62         
53         54.00000   38.00000   19         9          58         
54         55.00000   57.00000   22         9          63         
55         67.00000   41.00000   16         10         48         
56         10.00000   70.00000   7          14         68         
57         6.00000    25.00000   26         1          39         
58         65.00000   27.00000   14         14         63         
59         40.00000   60.00000   21         6          56         
60         70.00000   64.00000   24         2          47         
61         64.00000   4.00000    13         4          53         
62         36.00000   6.00000    15         2          39         
63         30.00000   20.00000   18         13         56         
64         20.00000   30.00000   11         8          67         
65         15.00000   5.00000    28         10         68         
66         50.00000   70.00000   9          10         51         
67         57.00000   72.00000   37         16         74         
68         45.00000   42.00000   30         10         60         
69         38.00000   33.00000   10         9          63         
70         50.00000   4.00000    8          10         64         
71         66.00000   8.00000    11         4          50         
72         59.00000   5.00000    3          14         50         
73         35.00000   60.00000   1          7          49         
74         27.00000   24.00000   6          14         52         
75         40.00000   20.00000   10         10         50         
76         40.00000   37.00000   20         13         57         
