NAME: B-n41-k6_3 
DIMENSION: 41 
CAPACITY: 100 
VEHICLES: 6 
No         x_pos      y_pos      demand     release    due        
1          37.00000   35.00000   0          0          999999999  
2          61.00000   78.00000   6          2          57         
3          18.00000   33.00000   11         7          57         
4          10.00000   7.00000    14         17         62         
5          48.00000   26.00000   7          5          62         
6          96.00000   58.00000   12         16         66         
7          16.00000   97.00000   16         15         75         
8          102.00000  67.00000   6          18         76         
9          97.00000   67.00000   18         18         63         
10         20.00000   17.00000   7          7          57         
11         110.00000  77.00000   20         7          52         
12         26.00000   101.00000  7          11         63         
13         102.00000  74.00000   23         7          63         
14         98.00000   64.00000   16         18         73         
15         71.00000   82.00000   10         18         58         
16         101.00000  60.00000   9          12         69         
17         104.00000  69.00000   18         6          43         
18         70.00000   85.00000   8          15         62         
19         17.00000   9.00000    15         5          59         
20         56.00000   34.00000   9          10         66         
21         105.00000  69.00000   23         9          54         
22         20.00000   8.00000    7          12         67         
23         103.00000  63.00000   15         21         79         
24         105.00000  76.00000   14         16         58         
25         25.00000   35.00000   21         21         61         
26         28.00000   43.00000   25         5          47         
27         58.00000   36.00000   14         12         57         
28         56.00000   32.00000   11         2          46         
29         65.00000   87.00000   19         16         75         
30         70.00000   80.00000   12         13         51         
31         100.00000  65.00000   8          19         70         
32         102.00000  61.00000   25         21         61         
33         99.00000   73.00000   17         20         77         
34         24.00000   103.00000  22         9          50         
35         26.00000   107.00000  11         1          50         
36         21.00000   39.00000   16         12         73         
37         99.00000   71.00000   16         5          50         
38         20.00000   16.00000   8          5          43         
39         56.00000   30.00000   23         7          49         
40         51.00000   31.00000   15         3          49         
41         106.00000  70.00000   13         16         61         
