NAME: A-n45-k6_1 
DIMENSION: 45 
CAPACITY: 100 
VEHICLES: 6 
No         x_pos      y_pos      demand     release    due        
1          31.00000   73.00000   0          0          999999999  
2          11.00000   67.00000   19         2          81         
3          52.00000   96.00000   2          7          83         
4          81.00000   29.00000   12         2          83         
5          97.00000   62.00000   20         4          91         
6          71.00000   5.00000    6          1          100        
7          6.00000    56.00000   17         2          91         
8          48.00000   50.00000   8          4          87         
9          91.00000   17.00000   14         7          114        
10         49.00000   68.00000   2          2          111        
11         85.00000   29.00000   8          6          100        
12         11.00000   16.00000   5          6          78         
13         74.00000   98.00000   7          1          95         
14         56.00000   37.00000   22         4          87         
15         13.00000   81.00000   14         8          118        
16         66.00000   80.00000   17         1          80         
17         96.00000   55.00000   23         6          104        
18         36.00000   17.00000   15         6          96         
19         32.00000   23.00000   21         5          80         
20         6.00000    13.00000   2          4          101        
21         64.00000   30.00000   24         5          74         
22         87.00000   5.00000    10         4          79         
23         75.00000   61.00000   20         1          69         
24         40.00000   72.00000   6          3          109        
25         1.00000    44.00000   21         5          109        
26         60.00000   95.00000   10         6          78         
27         27.00000   49.00000   6          8          93         
28         15.00000   33.00000   13         8          80         
29         46.00000   53.00000   21         1          93         
30         28.00000   43.00000   24         6          115        
31         3.00000    9.00000    11         5          83         
32         1.00000    100.00000  16         4          114        
33         53.00000   46.00000   8          3          85         
34         98.00000   8.00000    11         4          80         
35         6.00000    25.00000   11         6          102        
36         7.00000    81.00000   22         8          118        
37         96.00000   88.00000   17         1          95         
38         2.00000    35.00000   22         7          76         
39         32.00000   94.00000   17         5          88         
40         95.00000   94.00000   8          8          82         
41         9.00000    11.00000   23         1          78         
42         96.00000   16.00000   5          3          72         
43         90.00000   68.00000   3          1          107        
44         33.00000   31.00000   18         5          107        
45         6.00000    59.00000   12         7          90         
