NAME: B-n52-k7_4 
DIMENSION: 52 
CAPACITY: 100 
VEHICLES: 7 
No         x_pos      y_pos      demand     release    due        
1          29.00000   33.00000   0          0          999999999  
2          41.00000   11.00000   22         1          38         
3          31.00000   87.00000   8          7          38         
4          91.00000   27.00000   3          2          27         
5          53.00000   87.00000   6          10         44         
6          7.00000    19.00000   10         17         51         
7          27.00000   19.00000   18         20         51         
8          1.00000    41.00000   8          12         51         
9          8.00000    20.00000   13         17         52         
10         40.00000   92.00000   13         12         47         
11         14.00000   20.00000   3          16         46         
12         92.00000   32.00000   10         1          27         
13         62.00000   94.00000   6          11         41         
14         45.00000   97.00000   23         6          35         
15         96.00000   36.00000   8          7          37         
16         47.00000   101.00000  4          21         60         
17         40.00000   92.00000   13         5          32         
18         49.00000   97.00000   6          11         38         
19         48.00000   12.00000   5          5          38         
20         45.00000   101.00000  10         12         47         
21         46.00000   16.00000   22         21         48         
22         92.00000   34.00000   13         3          38         
23         49.00000   95.00000   13         21         60         
24         62.00000   92.00000   18         3          41         
25         96.00000   28.00000   14         4          33         
26         28.00000   22.00000   14         14         44         
27         47.00000   95.00000   26         3          31         
28         9.00000    21.00000   23         2          34         
29         92.00000   30.00000   4          14         44         
30         12.00000   22.00000   25         1          30         
31         48.00000   12.00000   9          21         61         
32         94.00000   28.00000   8          12         43         
33         43.00000   99.00000   16         8          39         
34         8.00000    42.00000   3          15         49         
35         43.00000   99.00000   1          20         46         
36         8.00000    42.00000   17         9          37         
37         30.00000   20.00000   9          15         52         
38         16.00000   24.00000   15         13         47         
39         36.00000   92.00000   2          17         45         
40         98.00000   34.00000   19         13         52         
41         36.00000   28.00000   7          8          40         
42         28.00000   26.00000   6          18         52         
43         42.00000   18.00000   22         5          38         
44         2.00000    50.00000   22         17         45         
45         16.00000   20.00000   10         21         47         
46         56.00000   90.00000   7          6          38         
47         45.00000   97.00000   4          15         40         
48         17.00000   23.00000   23         14         46         
49         34.00000   88.00000   13         9          43         
50         47.00000   99.00000   10         11         46         
51         62.00000   96.00000   8          20         45         
52         8.00000    24.00000   14         21         57         
