NAME: E-n101-k14_1 
DIMENSION: 101 
CAPACITY: 112 
VEHICLES: 14 
No         x_pos      y_pos      demand     release    due        
1          35.00000   35.00000   0          0          999999999  
2          41.00000   49.00000   10         4          51         
3          35.00000   17.00000   7          2          50         
4          55.00000   45.00000   13         3          56         
5          55.00000   20.00000   19         4          43         
6          15.00000   30.00000   26         4          55         
7          25.00000   30.00000   3          2          43         
8          20.00000   50.00000   5          1          38         
9          10.00000   43.00000   9          3          42         
10         55.00000   60.00000   16         1          54         
11         30.00000   60.00000   16         4          38         
12         20.00000   65.00000   12         3          44         
13         50.00000   35.00000   19         4          45         
14         30.00000   25.00000   23         1          53         
15         15.00000   10.00000   20         4          53         
16         30.00000   5.00000    8          2          56         
17         10.00000   20.00000   19         4          43         
18         5.00000    30.00000   2          2          45         
19         20.00000   40.00000   12         3          39         
20         15.00000   60.00000   17         4          56         
21         45.00000   65.00000   9          2          55         
22         45.00000   20.00000   11         3          54         
23         45.00000   10.00000   18         3          44         
24         55.00000   5.00000    29         1          45         
25         65.00000   35.00000   3          4          45         
26         65.00000   20.00000   6          4          53         
27         45.00000   30.00000   17         3          42         
28         35.00000   40.00000   16         3          57         
29         41.00000   37.00000   16         4          53         
30         64.00000   42.00000   9          4          49         
31         40.00000   60.00000   21         2          37         
32         31.00000   52.00000   27         4          51         
33         35.00000   69.00000   23         2          51         
34         53.00000   52.00000   11         3          44         
35         65.00000   55.00000   14         2          46         
36         63.00000   65.00000   8          4          42         
37         2.00000    60.00000   5          1          40         
38         20.00000   20.00000   8          2          57         
39         5.00000    5.00000    16         1          54         
40         60.00000   12.00000   31         2          47         
41         40.00000   25.00000   9          3          44         
42         42.00000   7.00000    5          4          40         
43         24.00000   12.00000   5          4          55         
44         23.00000   3.00000    7          3          42         
45         11.00000   14.00000   18         1          49         
46         6.00000    38.00000   16         4          40         
47         2.00000    48.00000   1          2          46         
48         8.00000    56.00000   27         4          40         
49         13.00000   52.00000   36         4          37         
50         6.00000    68.00000   30         4          58         
51         47.00000   47.00000   13         3          38         
52         49.00000   58.00000   10         2          46         
53         27.00000   43.00000   9          2          51         
54         37.00000   31.00000   14         4          48         
55         57.00000   29.00000   18         1          42         
56         63.00000   23.00000   2          2          45         
57         53.00000   12.00000   6          2          40         
58         32.00000   12.00000   7          3          55         
59         36.00000   26.00000   18         3          38         
60         21.00000   24.00000   28         4          59         
61         17.00000   34.00000   3          2          53         
62         12.00000   24.00000   13         3          47         
63         24.00000   58.00000   19         3          41         
64         27.00000   69.00000   10         1          53         
65         15.00000   77.00000   9          2          40         
66         62.00000   77.00000   20         3          51         
67         49.00000   73.00000   25         1          35         
68         67.00000   5.00000    25         1          40         
69         56.00000   39.00000   36         1          53         
70         37.00000   47.00000   6          2          37         
71         37.00000   56.00000   5          4          55         
72         57.00000   68.00000   15         1          41         
73         47.00000   16.00000   25         3          43         
74         44.00000   17.00000   9          3          42         
75         46.00000   13.00000   8          1          54         
76         49.00000   11.00000   18         3          39         
77         49.00000   42.00000   13         4          38         
78         53.00000   43.00000   14         4          40         
79         61.00000   52.00000   3          1          53         
80         57.00000   48.00000   23         2          55         
81         56.00000   37.00000   6          1          48         
82         55.00000   54.00000   26         4          55         
83         15.00000   47.00000   16         1          43         
84         14.00000   37.00000   11         2          53         
85         11.00000   31.00000   7          2          40         
86         16.00000   22.00000   41         3          36         
87         4.00000    18.00000   35         1          45         
88         28.00000   18.00000   26         3          40         
89         26.00000   52.00000   9          3          47         
90         26.00000   35.00000   15         2          42         
91         31.00000   67.00000   3          1          40         
92         15.00000   19.00000   1          2          42         
93         22.00000   22.00000   2          4          42         
94         18.00000   24.00000   22         4          38         
95         26.00000   27.00000   27         1          45         
96         25.00000   24.00000   20         3          41         
97         22.00000   27.00000   11         2          48         
98         25.00000   21.00000   12         3          48         
99         19.00000   21.00000   10         4          54         
100        20.00000   26.00000   9          4          48         
101        18.00000   18.00000   17         2          56         
