NAME: A-n38-k5_3 
DIMENSION: 38 
CAPACITY: 100 
VEHICLES: 5 
No         x_pos      y_pos      demand     release    due        
1          69.00000   63.00000   0          0          999999999  
2          3.00000    35.00000   12         1          81         
3          71.00000   79.00000   5          20         115        
4          1.00000    47.00000   8          20         106        
5          11.00000   15.00000   12         12         97         
6          87.00000   23.00000   18         3          99         
7          37.00000   33.00000   12         4          93         
8          87.00000   29.00000   11         16         98         
9          35.00000   81.00000   19         19         115        
10         55.00000   71.00000   23         1          62         
11         41.00000   51.00000   8          17         86         
12         93.00000   9.00000    25         22         119        
13         11.00000   49.00000   1          8          97         
14         75.00000   89.00000   5          15         92         
15         75.00000   69.00000   17         8          93         
16         97.00000   95.00000   13         5          80         
17         15.00000   13.00000   9          18         91         
18         63.00000   95.00000   13         16         83         
19         47.00000   41.00000   19         7          80         
20         45.00000   41.00000   5          13         73         
21         89.00000   43.00000   26         10         87         
22         45.00000   59.00000   9          3          75         
23         95.00000   23.00000   20         1          98         
24         19.00000   83.00000   21         11         91         
25         71.00000   69.00000   8          7          99         
26         27.00000   19.00000   12         8          82         
27         17.00000   57.00000   13         7          84         
28         93.00000   15.00000   12         4          95         
29         59.00000   29.00000   4          9          106        
30         35.00000   39.00000   19         16         95         
31         33.00000   51.00000   25         5          100        
32         61.00000   21.00000   7          15         102        
33         89.00000   53.00000   3          10         91         
34         33.00000   85.00000   2          10         106        
35         37.00000   37.00000   24         4          95         
36         21.00000   91.00000   13         5          101        
37         67.00000   95.00000   14         14         98         
38         61.00000   15.00000   14         6          79         
