NAME: B-n63-k10_2 
DIMENSION: 63 
CAPACITY: 100 
VEHICLES: 10 
No         x_pos      y_pos      demand     release    due        
1          73.00000   89.00000   0          0          999999999  
2          97.00000   22.00000   18         6          45         
3          19.00000   31.00000   11         6          48         
4          23.00000   95.00000   18         10         52         
5          18.00000   89.00000   17         1          35         
6          60.00000   94.00000   21         6          51         
7          9.00000    26.00000   6          1          40         
8          71.00000   7.00000    12         11         49         
9          10.00000   80.00000   6          8          51         
10         27.00000   64.00000   21         2          42         
11         46.00000   32.00000   14         7          41         
12         26.00000   0.00000    2          7          38         
13         8.00000    8.00000    5          10         51         
14         63.00000   101.00000  12         4          46         
15         16.00000   10.00000   23         2          43         
16         30.00000   69.00000   23         8          48         
17         26.00000   103.00000  19         11         50         
18         20.00000   0.00000    18         10         46         
19         99.00000   32.00000   8          14         52         
20         16.00000   33.00000   21         4          48         
21         79.00000   13.00000   7          4          53         
22         18.00000   30.00000   19         4          38         
23         27.00000   41.00000   18         13         58         
24         34.00000   4.00000    7          11         43         
25         19.00000   0.00000    6          14         44         
26         12.00000   33.00000   12         11         49         
27         11.00000   28.00000   21         10         50         
28         101.00000  0.00000    6          7          41         
29         69.00000   98.00000   21         9          41         
30         69.00000   102.00000  20         15         57         
31         15.00000   81.00000   18         15         51         
32         26.00000   90.00000   6          6          45         
33         65.00000   100.00000  20         3          46         
34         14.00000   29.00000   20         7          48         
35         21.00000   40.00000   23         9          48         
36         10.00000   29.00000   4          1          45         
37         81.00000   10.00000   21         14         57         
38         53.00000   37.00000   4          14         50         
39         31.00000   9.00000    6          8          54         
40         21.00000   36.00000   9          4          46         
41         24.00000   98.00000   21         11         52         
42         15.00000   14.00000   5          11         41         
43         28.00000   36.00000   20         7          53         
44         19.00000   0.00000    11         3          35         
45         30.00000   102.00000  16         12         58         
46         81.00000   15.00000   48         14         50         
47         12.00000   86.00000   2          3          41         
48         30.00000   65.00000   15         15         60         
49         66.00000   99.00000   15         1          33         
50         17.00000   89.00000   22         7          48         
51         102.00000  29.00000   25         1          48         
52         16.00000   31.00000   23         4          46         
53         17.00000   33.00000   5          11         41         
54         32.00000   8.00000    24         11         54         
55         11.00000   11.00000   11         4          38         
56         61.00000   102.00000  24         5          48         
57         16.00000   88.00000   20         2          38         
58         29.00000   9.00000    21         1          41         
59         15.00000   9.00000    10         12         46         
60         14.00000   85.00000   24         5          52         
61         63.00000   95.00000   3          8          45         
62         29.00000   32.00000   9          15         46         
63         19.00000   32.00000   5          11         41         
