NAME: B-n78-k10_5 
DIMENSION: 78 
CAPACITY: 100 
VEHICLES: 10 
No         x_pos      y_pos      demand     release    due        
1          46.00000   12.00000   0          0          999999999  
2          51.00000   4.00000    14         9          49         
3          52.00000   30.00000   17         20         53         
4          80.00000   70.00000   17         25         70         
5          18.00000   90.00000   16         21         67         
6          59.00000   39.00000   19         9          46         
7          23.00000   59.00000   17         5          43         
8          77.00000   48.00000   5          8          54         
9          82.00000   30.00000   12         22         74         
10         18.00000   82.00000   4          3          49         
11         11.00000   41.00000   2          16         49         
12         7.00000    9.00000    2          31         72         
13         88.00000   33.00000   26         29         73         
14         23.00000   88.00000   2          18         60         
15         0.00000    76.00000   7          24         58         
16         85.00000   34.00000   18         24         61         
17         17.00000   46.00000   6          22         74         
18         52.00000   10.00000   6          21         69         
19         13.00000   45.00000   18         9          60         
20         19.00000   85.00000   2          19         57         
21         86.00000   77.00000   14         20         55         
22         54.00000   6.00000    5          26         71         
23         83.00000   32.00000   9          1          40         
24         15.00000   10.00000   4          7          47         
25         53.00000   5.00000    3          31         81         
26         14.00000   42.00000   15         26         74         
27         13.00000   10.00000   4          20         59         
28         57.00000   32.00000   23         22         68         
29         20.00000   85.00000   7          26         63         
30         65.00000   46.00000   21         9          46         
31         61.00000   42.00000   4          21         58         
32         87.00000   52.00000   1          1          33         
33         79.00000   51.00000   6          17         67         
34         25.00000   91.00000   16         17         62         
35         89.00000   34.00000   4          28         64         
36         26.00000   100.00000  20         6          47         
37         0.00000    88.00000   5          29         77         
38         63.00000   43.00000   14         31         70         
39         55.00000   10.00000   14         11         47         
40         23.00000   86.00000   26         20         66         
41         8.00000    18.00000   5          17         64         
42         0.00000    74.00000   2          15         61         
43         20.00000   44.00000   14         12         56         
44         56.00000   7.00000    11         11         58         
45         14.00000   10.00000   21         3          45         
46         88.00000   40.00000   20         13         51         
47         96.00000   38.00000   18         8          39         
48         59.00000   31.00000   2          16         59         
49         22.00000   87.00000   19         22         57         
50         59.00000   36.00000   12         5          40         
51         24.00000   83.00000   22         26         60         
52         83.00000   37.00000   14         29         71         
53         53.00000   5.00000    23         26         57         
54         0.00000    37.00000   25         16         57         
55         84.00000   78.00000   8          21         53         
56         27.00000   93.00000   3          15         55         
57         61.00000   12.00000   9          13         48         
58         69.00000   43.00000   21         2          45         
59         54.00000   9.00000    3          29         77         
60         20.00000   98.00000   22         2          35         
61         18.00000   50.00000   6          15         51         
62         25.00000   84.00000   2          12         48         
63         31.00000   69.00000   22         17         55         
64         58.00000   36.00000   20         31         71         
65         0.00000    11.00000   5          28         62         
66         61.00000   36.00000   13         1          41         
67         18.00000   49.00000   6          25         70         
68         57.00000   8.00000    14         16         58         
69         0.00000    49.00000   16         13         52         
70         56.00000   8.00000    12         26         71         
71         62.00000   45.00000   23         28         73         
72         83.00000   32.00000   5          31         65         
73         53.00000   10.00000   12         7          47         
74         82.00000   53.00000   15         27         78         
75         21.00000   85.00000   21         10         53         
76         64.00000   41.00000   4          13         56         
77         80.00000   50.00000   23         26         73         
78         16.00000   10.00000   19         12         48         
