NAME: F-n45-k4_3 
DIMENSION: 45 
CAPACITY: 2010 
VEHICLES: 4 
No         x_pos      y_pos      demand     release    due        
1          0.00000    0.00000    0          0          999999999  
2          3.00000    5.00000    33         26         131        
3          2.50000    9.00000    15         18         156        
4          48.00000   16.00000   10         27         128        
5          48.00000   17.00000   40         7          106        
6          69.00000   16.00000   15         20         165        
7          70.00000   16.00000   5          21         129        
8          64.00000   13.00000   77         11         157        
9          3.00000    -22.00000  435        3          103        
10         2.50000    1.00000    165        19         175        
11         -13.00000  11.50000   120        8          157        
12         -20.00000  45.00000   65         4          137        
13         -9.00000   52.00000   23         13         147        
14         -8.50000   53.00000   18         14         163        
15         -8.00000   52.00000   550        6          153        
16         2.00000    2.00000    78         26         176        
17         -2.00000   9.00000    627        6          150        
18         -10.00000  20.00000   9          21         117        
19         -20.00000  19.00000   96         4          110        
20         -15.00000  -21.00000  116        25         144        
21         -5.00000   -9.00000   116        6          142        
22         -4.50000   -9.00000   83         3          133        
23         -52.00000  -36.00000  41         8          116        
24         -53.00000  -36.00000  645        25         140        
25         0.00000    0.01000    694        11         115        
26         -30.00000  -18.00000  573        19         130        
27         -51.00000  -35.00000  1          22         120        
28         81.00000   9.00000    181        17         141        
29         84.00000   -99.00000  106        5          100        
30         82.00000   -6.00000   52         22         123        
31         40.00000   -12.00000  117        13         114        
32         50.00000   -7.00000   52         7          161        
33         51.00000   -8.00000   1300       27         163        
34         63.00000   -17.00000  57         9          109        
35         45.00000   -1.00000   28         25         130        
36         54.00000   8.50000    84         9          160        
37         29.00000   4.00000    1          2          156        
38         21.00000   3.00000    54         4          147        
39         22.00000   2.00000    19         14         155        
40         39.00000   -3.00000   88         19         174        
41         39.50000   -3.00000   41         27         145        
42         40.00000   -11.00000  238        27         182        
43         28.00000   -2.00000   66         27         123        
44         24.00000   -18.00000  44         18         116        
45         24.00000   -19.00000  42         17         151        
