NAME: P-n60-k15_5 
DIMENSION: 60 
CAPACITY: 80 
VEHICLES: 15 
No         x_pos      y_pos      demand     release    due        
1          40.00000   40.00000   0          0          999999999  
2          22.00000   22.00000   18         13         41         
3          36.00000   26.00000   26         9          35         
4          21.00000   45.00000   11         1          27         
5          45.00000   35.00000   30         13         35         
6          55.00000   20.00000   21         5          41         
7          33.00000   34.00000   19         14         44         
8          50.00000   50.00000   15         12         41         
9          55.00000   45.00000   16         10         40         
10         26.00000   59.00000   29         7          34         
11         40.00000   66.00000   26         2          29         
12         55.00000   65.00000   37         16         53         
13         35.00000   51.00000   16         11         40         
14         62.00000   35.00000   12         4          37         
15         62.00000   57.00000   31         2          34         
16         62.00000   24.00000   8          4          38         
17         21.00000   36.00000   19         15         41         
18         33.00000   44.00000   20         4          30         
19         9.00000    56.00000   13         8          41         
20         62.00000   48.00000   15         15         40         
21         66.00000   14.00000   22         4          39         
22         44.00000   13.00000   28         8          33         
23         26.00000   13.00000   12         10         46         
24         11.00000   28.00000   6          10         43         
25         7.00000    43.00000   27         11         35         
26         17.00000   64.00000   14         5          40         
27         41.00000   46.00000   18         7          43         
28         55.00000   34.00000   17         13         44         
29         35.00000   16.00000   29         15         43         
30         52.00000   26.00000   13         8          37         
31         43.00000   26.00000   22         5          38         
32         31.00000   76.00000   25         8          34         
33         22.00000   53.00000   28         5          28         
34         26.00000   29.00000   27         5          41         
35         50.00000   40.00000   19         3          40         
36         55.00000   50.00000   10         3          37         
37         54.00000   10.00000   12         8          45         
38         60.00000   15.00000   14         2          31         
39         47.00000   66.00000   24         15         39         
40         30.00000   60.00000   16         3          32         
41         30.00000   50.00000   33         3          36         
42         12.00000   17.00000   15         12         44         
43         15.00000   14.00000   11         11         46         
44         16.00000   19.00000   18         6          39         
45         21.00000   48.00000   17         2          33         
46         50.00000   30.00000   21         1          27         
47         51.00000   42.00000   27         6          33         
48         50.00000   15.00000   19         13         48         
49         48.00000   21.00000   20         8          36         
50         12.00000   38.00000   5          2          25         
51         15.00000   56.00000   22         13         48         
52         29.00000   39.00000   12         11         40         
53         54.00000   38.00000   19         8          33         
54         55.00000   57.00000   22         9          31         
55         67.00000   41.00000   16         9          41         
56         10.00000   70.00000   7          11         39         
57         6.00000    25.00000   26         11         39         
58         65.00000   27.00000   14         4          33         
59         40.00000   60.00000   21         13         43         
60         70.00000   64.00000   24         4          31         
