NAME: F-n135-k7_3 
DIMENSION: 135 
CAPACITY: 2210 
VEHICLES: 7 
No         x_pos      y_pos      demand     release    due        
1          -6.00000   15.00000   0          0          999999999  
2          3.20000    5.10000    30         19         117        
3          24.60000   8.30000    226        14         136        
4          23.30000   1.30000    37         2          97         
5          27.80000   8.30000    24         15         162        
6          29.00000   8.00000    36         18         159        
7          31.00000   8.00000    1          10         139        
8          33.50000   10.50000   31         16         144        
9          30.00000   10.50000   24         7          132        
10         29.00000   10.00000   30         2          115        
11         26.50000   11.70000   24         16         137        
12         28.30000   14.30000   24         13         118        
13         27.00000   14.30000   32         23         153        
14         23.50000   19.00000   24         21         114        
15         26.00000   20.00000   24         23         175        
16         25.00000   20.00000   19         18         125        
17         20.50000   19.00000   24         12         113        
18         -20.00000  13.00000   18         23         174        
19         -21.00000  14.00000   36         22         144        
20         -30.00000  30.00000   115        16         162        
21         -5.00000   30.00000   24         6          131        
22         1.30000    17.80000   24         18         143        
23         1.80000    13.80000   61         8          128        
24         1.80000    13.10000   71         24         116        
25         2.00000    13.60000   36         24         169        
26         4.80000    17.00000   18         14         156        
27         7.00000    15.00000   30         19         122        
28         9.80000    16.60000   31         12         121        
29         11.40000   14.50000   36         20         160        
30         14.40000   11.30000   18         15         145        
31         11.00000   12.00000   1004       1          118        
32         9.30000    10.70000   18         7          104        
33         0.60000    2.80000    34         5          97         
34         -30.00000  -10.00000  504        9          135        
35         2.00000    0.00000    18         20         152        
36         14.50000   1.00000    39         12         118        
37         15.00000   1.80000    24         17         121        
38         17.20000   2.40000    37         7          117        
39         17.20000   4.20000    24         4          119        
40         18.20000   4.40000    99         7          124        
41         20.30000   2.10000    24         23         170        
42         22.80000   3.10000    24         2          115        
43         23.00000   4.00000    36         11         160        
44         20.80000   4.00000    30         5          117        
45         20.80000   4.00000    25         13         112        
46         18.50000   6.40000    24         5          112        
47         -14.00000  16.00000   122        1          119        
48         -0.50000   6.90000    196        6          129        
49         3.20000    2.80000    229        23         119        
50         5.60000    1.80000    83         23         120        
51         8.70000    2.80000    18         8          119        
52         9.00000    3.30000    24         19         169        
53         9.00000    3.50000    306        13         133        
54         11.20000   3.30000    18         9          105        
55         10.80000   4.70000    20         5          120        
56         11.50000   4.60000    18         16         146        
57         12.30000   4.70000    24         25         134        
58         12.30000   5.50000    22         6          120        
59         11.20000   6.90000    24         18         143        
60         6.50000    9.70000    18         11         115        
61         5.80000    8.50000    18         12         119        
62         7.20000    6.00000    24         6          152        
63         7.20000    4.00000    24         7          144        
64         -4.00000   -4.00000   30         14         113        
65         -3.00000   1.20000    24         13         110        
66         -40.00000  49.00000   40         13         136        
67         -15.00000  10.00000   166        19         168        
68         -11.00000  -10.00000  254        6          106        
69         -25.00000  -20.00000  187        8          153        
70         -25.00000  -35.00000  94         20         112        
71         -24.00000  -35.00000  17         18         138        
72         -18.00000  10.00000   285        4          147        
73         -2.00000   10.00000   24         23         171        
74         -4.00000   8.00000    24         1          121        
75         -3.00000   5.00000    205        2          146        
76         2.10000    6.20000    23         15         157        
77         -1.70000   3.00000    28         9          128        
78         -3.00000   2.00000    51         21         123        
79         -7.00000   0.00000    49         8          111        
80         -3.00000   -6.00000   19         20         152        
81         -30.00000  -11.00000  262        6          113        
82         -62.00000  -10.00000  120        21         153        
83         -8.00000   30.00000   266        2          122        
84         1.00000    60.00000   704        12         145        
85         10.00000   52.00000   38         1          142        
86         10.00000   52.00000   18         4          151        
87         10.00000   51.00000   30         15         128        
88         16.00000   29.00000   25         21         117        
89         26.00000   21.00000   12         12         123        
90         16.00000   21.00000   18         4          152        
91         15.50000   19.20000   25         16         139        
92         0.00000    16.50000   35         6          120        
93         17.20000   14.30000   18         2          129        
94         16.50000   7.80000    12         12         110        
95         16.90000   7.70000    20         15         154        
96         18.00000   2.00000    1126       25         170        
97         16.20000   4.00000    9          3          123        
98         15.00000   4.00000    36         15         126        
99         15.00000   3.00000    12         10         140        
100        14.80000   2.40000    31         1          130        
101        14.50000   3.00000    96         12         116        
102        13.00000   2.60000    27         8          138        
103        11.80000   3.00000    54         18         164        
104        12.00000   4.00000    137        22         170        
105        12.80000   3.60000    12         12         153        
106        13.40000   5.50000    58         10         161        
107        -150.00000 8.00000    206        3          101        
108        -152.00000 1.00000    178        20         127        
109        -152.00000 0.00000    486        10         139        
110        -142.00000 -31.00000  36         15         162        
111        -78.00000  -19.00000  261        6          121        
112        -78.00000  -18.00000  135        8          133        
113        -78.00000  -17.00000  135        13         135        
114        -80.00000  -14.00000  373        2          152        
115        -118.00000 22.00000   535        15         128        
116        -107.00000 30.00000   42         19         137        
117        -85.00000  14.00000   9          18         159        
118        -78.00000  15.00000   110        21         161        
119        -15.00000  16.00000   36         25         150        
120        -62.00000  32.00000   18         23         134        
121        -120.00000 -20.00000  726        15         131        
122        -90.00000  -22.00000  187        17         139        
123        -79.00000  -19.00000  23         15         160        
124        -79.00000  -18.50000  134        6          103        
125        -79.00000  -18.00000  47         13         142        
126        -78.00000  -17.50000  51         3          117        
127        -79.00000  -17.00000  43         5          138        
128        -80.00000  -17.00000  79         6          99         
129        -80.00000  -16.00000  112        9          102        
130        -80.00000  -15.00000  91         7          132        
131        -48.00000  37.00000   232        2          142        
132        -85.00000  15.00000   483        12         133        
133        -62.00000  -9.00000   828        11         114        
134        -15.00000  -4.00000   11         3          120        
135        -1.00000   3.20000    12         20         165        
