NAME: P-n20-k2_3 
DIMENSION: 20 
CAPACITY: 160 
VEHICLES: 2 
No         x_pos      y_pos      demand     release    due        
1          30.00000   40.00000   0          0          999999999  
2          37.00000   52.00000   19         11         65         
3          49.00000   49.00000   30         1          60         
4          52.00000   64.00000   16         2          63         
5          31.00000   62.00000   23         6          65         
6          52.00000   33.00000   11         9          81         
7          42.00000   41.00000   31         11         72         
8          52.00000   41.00000   15         7          81         
9          57.00000   58.00000   28         14         79         
10         62.00000   42.00000   8          12         86         
11         42.00000   57.00000   8          16         69         
12         27.00000   68.00000   7          9          75         
13         43.00000   67.00000   14         6          60         
14         58.00000   48.00000   6          2          68         
15         58.00000   27.00000   19         10         77         
16         37.00000   69.00000   11         13         61         
17         61.00000   33.00000   26         7          60         
18         62.00000   63.00000   17         2          54         
19         63.00000   69.00000   6          5          71         
20         45.00000   35.00000   15         3          74         
