NAME: F-n72-k4_2 
DIMENSION: 72 
CAPACITY: 30000 
VEHICLES: 4 
No         x_pos      y_pos      demand     release    due        
1          0.00000    0.00000    0          0          999999999  
2          -12.00000  -6.00000   7063       4          49         
3          -15.00000  -5.00000   51         5          52         
4          -1.00000   -18.00000  23         3          55         
5          2.00000    -21.00000  3074       1          53         
6          -1.00000   -17.00000  349        2          43         
7          -9.00000   -12.00000  1047       3          40         
8          2.00000    -22.00000  698        4          49         
9          1.00000    -21.00000  3001       5          53         
10         7.00000    -25.00000  31         5          40         
11         -7.00000   -17.00000  1135       1          39         
12         -11.00000  -5.00000   21611      3          55         
13         -14.00000  -9.00000   57         5          42         
14         -14.00000  -8.00000   51         1          48         
15         -11.00000  -2.00000   551        1          33         
16         -14.00000  -5.00000   179        3          45         
17         -15.00000  -9.00000   6          2          54         
18         -15.00000  -8.00000   528        6          43         
19         -9.00000   -6.00000   2832       1          34         
20         -14.00000  -4.00000   1514       1          50         
21         3.00000    6.00000    889        3          44         
22         5.00000    9.00000    2554       3          41         
23         5.00000    10.00000   1215       4          39         
24         2.00000    8.00000    1810       5          44         
25         1.00000    9.00000    3050       5          53         
26         1.00000    10.00000   4          4          56         
27         2.00000    9.00000    1563       5          45         
28         6.00000    14.00000   741        4          47         
29         5.00000    12.00000   1532       3          45         
30         3.00000    7.00000    709        6          53         
31         4.00000    8.00000    1022       5          41         
32         -6.00000   1.00000    883        3          46         
33         -6.00000   2.00000    1689       2          48         
34         -8.00000   -2.00000   10235      1          37         
35         -7.00000   2.00000    29         6          39         
36         -7.00000   -3.00000   2894       1          50         
37         -7.00000   -2.00000   450        1          51         
38         -20.00000  12.00000   411        4          37         
39         -20.00000  13.00000   207        1          37         
40         -12.00000  10.00000   496        1          42         
41         -20.00000  15.00000   1021       6          48         
42         -6.00000   8.00000    117        2          51         
43         2.00000    21.00000   46         3          46         
44         2.00000    22.00000   8          4          49         
45         1.00000    21.00000   18         2          35         
46         -1.00000   24.00000   561        4          51         
47         1.00000    22.00000   1877       1          36         
48         -2.00000   20.00000   3542       6          43         
49         -2.00000   21.00000   801        4          36         
50         -4.00000   18.00000   967        4          51         
51         -4.00000   19.00000   62         2          37         
52         -5.00000   18.00000   1366       3          49         
53         -5.00000   26.00000   230        1          46         
54         1.00000    23.00000   4          1          42         
55         -6.00000   5.00000    12         5          52         
56         -6.00000   6.00000    145        3          49         
57         -9.00000   6.00000    7149       6          38         
58         -9.00000   7.00000    2250       1          40         
59         -12.00000  5.00000    383        5          57         
60         -12.00000  6.00000    134        3          35         
61         -11.00000  3.00000    1947       1          41         
62         -11.00000  4.00000    182        2          40         
63         -14.00000  4.00000    3934       5          52         
64         -14.00000  5.00000    468        6          56         
65         -15.00000  4.00000    18         1          44         
66         -15.00000  5.00000    133        3          41         
67         -16.00000  7.00000    2340       5          40         
68         -16.00000  8.00000    754        3          41         
69         -15.00000  10.00000   1264       3          45         
70         -20.00000  10.00000   806        2          34         
71         -5.00000   19.00000   3665       6          51         
72         -9.00000   -11.00000  2452       6          53         
