NAME: A-n38-k5_2 
DIMENSION: 38 
CAPACITY: 100 
VEHICLES: 5 
No         x_pos      y_pos      demand     release    due        
1          69.00000   63.00000   0          0          999999999  
2          3.00000    35.00000   12         2          84         
3          71.00000   79.00000   5          2          83         
4          1.00000    47.00000   8          14         99         
5          11.00000   15.00000   12         4          88         
6          87.00000   23.00000   18         13         88         
7          37.00000   33.00000   12         11         75         
8          87.00000   29.00000   11         14         102        
9          35.00000   81.00000   19         15         83         
10         55.00000   71.00000   23         3          87         
11         41.00000   51.00000   8          6          98         
12         93.00000   9.00000    25         15         77         
13         11.00000   49.00000   1          10         106        
14         75.00000   89.00000   5          14         74         
15         75.00000   69.00000   17         8          99         
16         97.00000   95.00000   13         1          92         
17         15.00000   13.00000   9          10         70         
18         63.00000   95.00000   13         4          84         
19         47.00000   41.00000   19         8          103        
20         45.00000   41.00000   5          11         82         
21         89.00000   43.00000   26         10         100        
22         45.00000   59.00000   9          9          91         
23         95.00000   23.00000   20         7          96         
24         19.00000   83.00000   21         4          94         
25         71.00000   69.00000   8          7          67         
26         27.00000   19.00000   12         1          71         
27         17.00000   57.00000   13         10         94         
28         93.00000   15.00000   12         15         93         
29         59.00000   29.00000   4          2          98         
30         35.00000   39.00000   19         1          89         
31         33.00000   51.00000   25         14         95         
32         61.00000   21.00000   7          4          74         
33         89.00000   53.00000   3          1          70         
34         33.00000   85.00000   2          13         106        
35         37.00000   37.00000   24         3          79         
36         21.00000   91.00000   13         14         104        
37         67.00000   95.00000   14         2          64         
38         61.00000   15.00000   14         6          98         
