NAME: F-n72-k4_4 
DIMENSION: 72 
CAPACITY: 30000 
VEHICLES: 4 
No         x_pos      y_pos      demand     release    due        
1          0.00000    0.00000    0          0          999999999  
2          -12.00000  -6.00000   7063       4          52         
3          -15.00000  -5.00000   51         9          51         
4          -1.00000   -18.00000  23         9          58         
5          2.00000    -21.00000  3074       8          51         
6          -1.00000   -17.00000  349        12         59         
7          -9.00000   -12.00000  1047       11         63         
8          2.00000    -22.00000  698        2          51         
9          1.00000    -21.00000  3001       1          39         
10         7.00000    -25.00000  31         11         43         
11         -7.00000   -17.00000  1135       11         58         
12         -11.00000  -5.00000   21611      5          40         
13         -14.00000  -9.00000   57         11         60         
14         -14.00000  -8.00000   51         6          42         
15         -11.00000  -2.00000   551        8          54         
16         -14.00000  -5.00000   179        11         44         
17         -15.00000  -9.00000   6          1          34         
18         -15.00000  -8.00000   528        3          49         
19         -9.00000   -6.00000   2832       3          39         
20         -14.00000  -4.00000   1514       5          47         
21         3.00000    6.00000    889        1          36         
22         5.00000    9.00000    2554       2          46         
23         5.00000    10.00000   1215       12         60         
24         2.00000    8.00000    1810       4          43         
25         1.00000    9.00000    3050       11         52         
26         1.00000    10.00000   4          8          43         
27         2.00000    9.00000    1563       5          38         
28         6.00000    14.00000   741        9          47         
29         5.00000    12.00000   1532       2          49         
30         3.00000    7.00000    709        8          47         
31         4.00000    8.00000    1022       9          57         
32         -6.00000   1.00000    883        1          50         
33         -6.00000   2.00000    1689       9          55         
34         -8.00000   -2.00000   10235      7          56         
35         -7.00000   2.00000    29         4          45         
36         -7.00000   -3.00000   2894       8          56         
37         -7.00000   -2.00000   450        7          50         
38         -20.00000  12.00000   411        1          38         
39         -20.00000  13.00000   207        1          36         
40         -12.00000  10.00000   496        7          40         
41         -20.00000  15.00000   1021       2          41         
42         -6.00000   8.00000    117        12         46         
43         2.00000    21.00000   46         9          45         
44         2.00000    22.00000   8          6          42         
45         1.00000    21.00000   18         7          53         
46         -1.00000   24.00000   561        7          40         
47         1.00000    22.00000   1877       10         55         
48         -2.00000   20.00000   3542       11         51         
49         -2.00000   21.00000   801        9          45         
50         -4.00000   18.00000   967        7          46         
51         -4.00000   19.00000   62         3          36         
52         -5.00000   18.00000   1366       9          46         
53         -5.00000   26.00000   230        8          47         
54         1.00000    23.00000   4          3          45         
55         -6.00000   5.00000    12         11         54         
56         -6.00000   6.00000    145        12         60         
57         -9.00000   6.00000    7149       10         43         
58         -9.00000   7.00000    2250       12         62         
59         -12.00000  5.00000    383        12         51         
60         -12.00000  6.00000    134        6          43         
61         -11.00000  3.00000    1947       1          34         
62         -11.00000  4.00000    182        3          53         
63         -14.00000  4.00000    3934       8          59         
64         -14.00000  5.00000    468        5          50         
65         -15.00000  4.00000    18         8          51         
66         -15.00000  5.00000    133        10         54         
67         -16.00000  7.00000    2340       1          42         
68         -16.00000  8.00000    754        1          53         
69         -15.00000  10.00000   1264       8          47         
70         -20.00000  10.00000   806        8          57         
71         -5.00000   19.00000   3665       12         47         
72         -9.00000   -11.00000  2452       4          42         
